Author,by,the,and,each,we,every,god,thee,according,therewith,all,hast,out,yet,me,his,was,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,now,from,without,whither,when,would,there,do,therein,among,man,or,forthwith,could,some,himself,but,if,that,lest,of,will,were,wherefore,thou,no,what,then,thence,have,been,throughout,not,till,must,our,shall,thus,him,notwithstanding,may,thyself,your,verily,many,into,should,one,ever,these,an,therefore,upon,said,seest,more,wherein,whereof,thereof,once,let,upwards,is,did,as,moreover,are,thy,he,cometh,like,such,those,whence,for,seemeth,who,also,in,again,soever,therefrom,they,it,inasmuch,where,her,thine,abundance,them,unto,because,other,whom,their,shalt,be,lord,became,forth,which,oftentimes,had,with,make,neither,much,whensoever,whose,ye,to,than,yea,hath,a_percentage_use,t_percentage_use,c_percentage_use,k_percentage_use,o_percentage_use,n_percentage_use,b_percentage_use,l_percentage_use,i_percentage_use,m_percentage_use,r_percentage_use,e_percentage_use,y_percentage_use,h_percentage_use,s_percentage_use,u_percentage_use,d_percentage_use,g_percentage_use,f_percentage_use,j_percentage_use,p_percentage_use,â_percentage_use,w_percentage_use,q_percentage_use,v_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10227272727272728,0.07954545454545454,0.056818181818181816,0.022727272727272728,0.056818181818181816,0.10227272727272728,0.045454545454545456,0.03409090909090909,0.045454545454545456,0.03409090909090909,0.10227272727272728,0.10227272727272728,0.022727272727272728,0.045454545454545456,0.03409090909090909,0.03409090909090909,0.056818181818181816,0.011363636363636364,0.011363636363636364,0,0,0,0,0,0,0,0,18,4.888888888888889,6.666666666666667,6.0
