Author,now,it,to,that,the,of,which,was,much,upon,thereof,and,they,those,who,were,their,all,them,into,moreover,with,yea,from,became,unto,by,like,are,man,whose,in,forth,being,there,one,him,as,without,such,not,among,but,his,he,when,had,other,also,did,more,than,her,an,let,for,these,abundance,thereby,inasmuch,be,thy,shall,god,what,hast,thou,may,have,been,thee,is,do,thine,no,lord,neither,lest,therefore,each,will,where,said,we,every,wherefore,seest,according,therewith,wherein,then,out,yet,thence,whereof,me,because,once,whom,say,shalt,my,howsoever,throughout,how,whereby,henceforth,thereon,till,must,upwards,oftentimes,whither,cometh,our,would,thus,whence,make,whensoever,seemeth,therein,ye,notwithstanding,thyself,your,verily,again,many,or,forthwith,could,some,himself,should,soever,therefrom,if,ever,hath,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,g_percentage_use,y_percentage_use,f_percentage_use,l_percentage_use,b_percentage_use,r_percentage_use,v_percentage_use,u_percentage_use,d_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),7,9,18,11,122,77,6,14,2,7,3,50,20,2,4,13,9,2,10,4,2,7,1,8,3,5,4,3,2,3,2,16,1,1,3,1,4,5,1,1,5,1,10,6,5,1,2,1,1,3,2,1,6,3,1,4,1,1,1,1,4,12,4,2,1,1,2,2,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07245222929936306,0.06946656050955415,0.020501592356687897,0.05851910828025478,0.10051751592356688,0.02308917197452229,0.07623407643312102,0.02587579617834395,0.1279856687898089,0.014132165605095542,0.056130573248407645,0.07304936305732485,0.018312101910828025,0.01751592356687898,0.028861464968152867,0.034036624203821655,0.01910828025477707,0.05135350318471338,0.011743630573248409,0.022292993630573247,0.04378980891719745,0.007762738853503185,0.0003980891719745223,0.0005971337579617834,0.0005971337579617834,0,0,1164,4.316151202749141,397.3333333333333,558.9743232484077
