Author,of,by,the,in,and,now,to,upon,that,were,not,yet,for,their,was,it,which,there,more,than,whose,man,but,they,moreover,had,been,from,all,who,lest,unto,them,neither,when,ye,are,therefore,will,we,do,as,seemeth,other,with,some,or,like,where,let,these,thereof,no,yea,said,thus,god,thou,shalt,again,is,much,such,each,upwards,shall,thine,became,therewith,make,wherein,may,lord,till,being,howsoever,whither,verily,soever,me,because,him,would,notwithstanding,our,wherefore,whensoever,once,ever,my,also,an,whereby,many,thyself,if,whereof,have,without,should,could,forthwith,he,what,inasmuch,abundance,every,thereby,must,thereon,therein,thy,hath,one,forth,whom,his,whence,henceforth,those,thee,himself,hast,among,then,seest,her,out,cometh,how,your,thence,according,oftentimes,throughout,into,did,be,say,therefrom,a_percentage_use,f_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,o_percentage_use,n_percentage_use,l_percentage_use,k_percentage_use,e_percentage_use,c_percentage_use,h_percentage_use,m_percentage_use,p_percentage_use,g_percentage_use,t_percentage_use,b_percentage_use,u_percentage_use,y_percentage_use,d_percentage_use,w_percentage_use,v_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),45,4,82,7,26,2,12,5,5,9,5,1,5,5,11,2,6,2,2,2,1,1,3,19,3,2,1,4,3,1,1,2,7,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08459723626558814,0.025952140208965285,0.044826423997303674,0.04819683181664981,0.05089315807212673,0.07246376811594203,0.06808223795079205,0.03977081226828446,0.008426019548365353,0.13549039433771487,0.02460397708122683,0.0717896865520728,0.031681833501853725,0.021233569261880688,0.020222446916076844,0.10380856083586114,0.017189079878665317,0.02055948769801146,0.015840916750926862,0.041456016177957536,0.020222446916076844,0.009437141894169195,0.0003370407819346141,0,0,0,0,680,4.363235294117647,229.66666666666666,321.97708122682843
