Author,the,of,and,in,those,were,with,as,now,which,was,by,who,than,they,had,to,upon,many,being,from,into,him,for,but,again,it,that,when,his,he,would,then,out,one,other,not,all,howsoever,them,more,no,these,without,some,an,forth,did,are,oftentimes,if,moreover,wherein,seemeth,like,yet,be,yea,therewith,cometh,do,henceforth,till,among,whereof,verily,will,seest,once,shalt,soever,is,what,wherefore,upwards,say,whom,hast,ye,have,we,where,thee,neither,throughout,lest,her,let,shall,thereof,there,therefrom,thereon,forthwith,been,may,our,therefore,thine,make,therein,abundance,said,god,inasmuch,became,himself,should,your,every,according,whose,thus,how,much,also,thyself,notwithstanding,their,lord,each,could,such,or,whereby,because,thereby,must,me,thou,whence,thence,thy,my,whensoever,unto,whither,ever,man,hath,a_percentage_use,f_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,o_percentage_use,n_percentage_use,l_percentage_use,k_percentage_use,e_percentage_use,t_percentage_use,b_percentage_use,w_percentage_use,h_percentage_use,c_percentage_use,m_percentage_use,u_percentage_use,y_percentage_use,d_percentage_use,j_percentage_use,g_percentage_use,v_percentage_use,p_percentage_use,z_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),43,26,21,6,2,3,2,3,4,5,6,2,1,1,10,2,7,3,2,2,4,1,6,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07917174177831912,0.03288672350791717,0.049939098660170524,0.04263093788063337,0.0535931790499391,0.0779537149817296,0.06455542021924482,0.03714981729598051,0.009135200974421437,0.13276492082825822,0.1023142509135201,0.01705237515225335,0.025578562728380026,0.08038976857490865,0.02253349573690621,0.02679658952496955,0.024969549330085262,0.020706455542021926,0.04141291108404385,0.001218026796589525,0.01766138855054811,0.0097442143727162,0.0097442143727162,0,0,0,0,396,4.146464646464646,133.66666666666666,197.97990255785626
