Author,now,it,that,in,the,of,there,and,whose,had,many,among,these,one,was,inasmuch,as,all,man,but,upon,him,he,with,his,which,into,will,be,by,yet,like,other,for,said,is,himself,they,their,to,were,abundance,therein,such,from,unto,thereof,moreover,an,when,also,forth,no,became,hath,been,her,have,out,more,than,yea,are,may,let,them,would,did,verily,your,ye,if,whom,not,because,being,whence,god,lest,therefore,each,where,we,every,thee,wherefore,seest,thou,thine,according,therewith,wherein,what,then,hast,thence,whereof,me,once,thereby,say,shalt,my,howsoever,throughout,how,whereby,henceforth,thereon,till,must,upwards,lord,thy,without,oftentimes,whither,cometh,our,shall,do,thus,those,make,neither,much,whensoever,seemeth,who,notwithstanding,thyself,again,or,forthwith,could,some,should,soever,therefrom,ever,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,a_percentage_use,p_percentage_use,e_percentage_use,d_percentage_use,l_percentage_use,f_percentage_use,c_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,r_percentage_use,s_percentage_use,g_percentage_use,v_percentage_use,y_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),8,17,14,23,128,85,3,70,4,8,2,1,11,4,19,4,15,4,6,8,8,9,11,13,9,13,7,2,5,7,1,4,2,10,3,7,1,35,11,31,19,1,2,1,5,5,7,6,4,4,2,4,1,2,1,1,4,3,4,2,2,1,2,1,1,6,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07209694738456819,0.06810860561435803,0.02393005062126093,0.06304647952139898,0.10216290842153705,0.07255714066574628,0.07639208467556374,0.015799969320447922,0.12977450529222273,0.04095720202485044,0.02822518791225648,0.028838778953827273,0.022702868538119342,0.024850437183617118,0.021475686454977758,0.01503298051848443,0.053689216137444394,0.05905813775118883,0.019788311090658078,0.011811627550237767,0.017180549163982206,0.0009203865623561896,0.005982512655315232,0.0007669888019634913,0.0006135910415707931,0.00030679552078539653,0.00015339776039269826,1479,4.407707910750507,505.6666666666667,729.9762233471391
