Author,now,the,of,were,but,that,and,howsoever,in,being,one,whereof,was,man,than,they,to,their,for,more,an,when,upon,therewith,it,became,all,there,much,which,then,them,is,with,his,him,moreover,he,each,we,every,god,thee,according,hast,out,yet,me,thereby,say,my,how,whereby,henceforth,thereon,from,without,whither,would,do,therein,among,or,forthwith,could,some,himself,if,lest,will,wherefore,thou,no,what,thence,have,been,throughout,not,till,must,our,shall,thus,notwithstanding,may,thyself,your,verily,many,into,should,ever,these,therefore,said,seest,wherein,thereof,once,by,let,upwards,did,as,thy,are,cometh,like,such,those,whence,seemeth,who,also,again,soever,therefrom,inasmuch,where,her,thine,abundance,unto,because,other,whom,shalt,be,lord,forth,oftentimes,had,make,neither,whensoever,whose,ye,yea,hath,n_percentage_use,o_percentage_use,w_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,r_percentage_use,g_percentage_use,i_percentage_use,p_percentage_use,f_percentage_use,a_percentage_use,k_percentage_use,d_percentage_use,m_percentage_use,b_percentage_use,v_percentage_use,l_percentage_use,c_percentage_use,u_percentage_use,y_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),2,46,28,7,1,3,15,1,3,1,2,1,5,1,2,2,6,1,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06503496503496503,0.07762237762237763,0.025174825174825177,0.09300699300699301,0.08041958041958042,0.13006993006993006,0.05454545454545454,0.04895104895104895,0.019580419580419582,0.06433566433566433,0.01888111888111888,0.033566433566433566,0.07972027972027972,0.005594405594405594,0.03706293706293706,0.026573426573426574,0.02027972027972028,0.011888111888111888,0.03146853146853147,0.03076923076923077,0.022377622377622378,0.006993006993006993,0.0006993006993006993,0.0013986013986013986,0,0,0,330,4.333333333333333,111.33333333333333,155.98601398601397
