Author,of,his,and,the,by,now,were,in,they,when,he,them,from,was,one,him,for,there,throughout,it,upon,inasmuch,as,said,to,not,with,which,into,man,make,like,unto,who,hath,much,but,what,do,would,have,that,been,forth,their,had,be,moreover,these,are,every,whose,many,notwithstanding,became,is,lest,should,again,more,than,thereof,whom,an,thereby,all,therefore,or,let,ye,seemeth,me,my,shall,yet,out,where,no,neither,thyself,such,thou,each,if,upwards,whereof,thee,himself,hast,without,thine,yea,could,forthwith,among,therewith,then,some,seest,we,those,will,her,cometh,how,abundance,wherein,because,may,your,our,lord,wherefore,thence,according,till,whensoever,being,must,oftentimes,shalt,howsoever,once,thereon,whither,ever,god,therein,thy,other,verily,also,did,thus,whence,say,henceforth,soever,therefrom,whereby,h_percentage_use,u_percentage_use,l_percentage_use,s_percentage_use,e_percentage_use,x_percentage_use,p_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,o_percentage_use,n_percentage_use,r_percentage_use,f_percentage_use,a_percentage_use,m_percentage_use,y_percentage_use,w_percentage_use,c_percentage_use,g_percentage_use,b_percentage_use,k_percentage_use,v_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),69,18,51,120,2,6,17,12,17,8,15,6,5,19,3,11,10,6,1,6,4,2,9,2,26,9,4,12,3,4,2,1,12,3,1,1,5,1,1,1,4,9,1,3,5,8,3,3,1,1,1,4,1,2,2,4,1,2,1,3,3,2,1,3,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08027292795504716,0.021473008227975116,0.0381296407786474,0.04695966285370259,0.13144691952638973,0.0012040939193257074,0.01244230383303231,0.04314669877583785,0.061408789885611076,0.09251454946819185,0.0716435881998796,0.0694360826811158,0.05639173188842063,0.02749347782460365,0.08328316275336142,0.030102347983142687,0.010234798314268514,0.028898254063816978,0.023479831426851294,0.016857314870559904,0.015853903271121815,0.006221151916516155,0.011037527593818985,0.0006020469596628537,0,0,0,1163,4.2846087704213245,392.0,593.980533814971
