Author,and,it,to,the,of,that,which,is,with,his,now,than,yea,like,unto,from,all,into,were,for,them,they,upon,when,in,he,was,their,abundance,as,there,no,whose,among,but,him,not,many,those,who,had,forth,again,could,other,became,much,an,each,we,every,god,thee,according,therewith,hast,out,yet,me,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,without,whither,would,do,therein,man,or,forthwith,some,himself,if,lest,will,wherefore,thou,what,then,thence,have,been,throughout,till,must,our,shall,thus,notwithstanding,may,thyself,your,verily,should,one,ever,these,therefore,said,seest,more,wherein,whereof,thereof,once,by,let,upwards,did,thy,moreover,are,cometh,such,whence,seemeth,also,soever,therefrom,inasmuch,where,her,thine,because,whom,shalt,be,lord,oftentimes,make,neither,whensoever,ye,hath,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,m_percentage_use,e_percentage_use,o_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,r_percentage_use,g_percentage_use,f_percentage_use,y_percentage_use,l_percentage_use,u_percentage_use,b_percentage_use,v_percentage_use,w_percentage_use,k_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),40,4,15,78,46,7,4,3,5,6,2,1,1,2,2,4,2,5,7,6,10,10,4,2,8,3,8,3,1,1,3,1,1,1,2,2,3,2,1,3,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07806955287437899,0.07345635202271114,0.0440028388928318,0.0511000709723208,0.1050390347764372,0.019517388218594747,0.025195173882185947,0.13023420865862315,0.08161816891412349,0.017033356990773598,0.054648687012065295,0.0823278921220724,0.05571327182398864,0.01667849538679915,0.028388928317955996,0.013839602555003548,0.03158268275372605,0.01809794180269695,0.0134847409510291,0.014549325762952448,0.022356281050390347,0.00532292405961675,0.0007097232079489,0,0,0,0,673,4.187221396731055,228.33333333333334,319.9829666430092
