Author,of,in,the,by,his,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,with,how,they,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,l_percentage_use,i_percentage_use,y_percentage_use,k_percentage_use,n_percentage_use,d_percentage_use,h_percentage_use,s_percentage_use,w_percentage_use,m_percentage_use,v_percentage_use,b_percentage_use,g_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043859649122807015,0.07894736842105263,0.05263157894736842,0.09649122807017543,0.03508771929824561,0.07017543859649122,0.14035087719298245,0.06140350877192982,0.02631578947368421,0.02631578947368421,0.06140350877192982,0.02631578947368421,0.017543859649122806,0.06140350877192982,0.03508771929824561,0.05263157894736842,0.017543859649122806,0.008771929824561403,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.008771929824561403,0,0,0,0,0,25,4.56,7.666666666666667,9.956140350877194
