Author,now,it,was,throughout,the,of,that,and,to,whose,in,more,than,forth,man,he,had,been,therefore,when,they,were,with,his,much,him,moreover,by,therein,those,which,unto,but,an,thereby,is,from,for,thereof,if,into,shall,be,we,not,our,who,their,himself,upon,may,hath,such,each,upwards,thine,yea,became,therewith,make,wherein,lord,till,being,howsoever,where,whither,let,as,verily,like,soever,me,some,them,because,would,notwithstanding,wherefore,all,whensoever,once,ever,my,also,do,whereby,many,thyself,said,whereof,have,yet,ye,should,could,forthwith,without,or,what,these,inasmuch,there,neither,abundance,every,must,are,thereon,god,thy,other,one,whom,whence,henceforth,thou,thee,hast,among,then,seemeth,seest,will,her,out,cometh,no,lest,how,your,thence,again,according,oftentimes,shalt,did,thus,say,therefrom,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,a_percentage_use,s_percentage_use,k_percentage_use,h_percentage_use,r_percentage_use,u_percentage_use,g_percentage_use,e_percentage_use,l_percentage_use,d_percentage_use,f_percentage_use,c_percentage_use,m_percentage_use,b_percentage_use,p_percentage_use,v_percentage_use,y_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),3,3,8,1,49,27,5,16,10,1,14,1,1,2,4,8,3,1,1,3,5,6,4,5,2,5,1,1,1,2,4,4,2,1,2,1,3,2,2,2,1,2,3,1,2,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07051609606540624,0.06693919264179868,0.02810424118548799,0.0628513030148186,0.09606540623403168,0.08175779253960143,0.044966785896780784,0.005620848237097598,0.08533469596320899,0.05620848237097598,0.021461420541645376,0.013285641287685232,0.12876852324987226,0.03576903423607562,0.040878896269800714,0.027593254982115484,0.025038323965252938,0.02810424118548799,0.01430761369443025,0.017373530914665303,0.01481859989780276,0.009708737864077669,0.0015329586101175269,0.001021972406745018,0,0,0,464,4.217672413793103,156.66666666666666,234.97802759325498
