Author,of,and,to,the,from,with,each,we,every,god,thee,according,therewith,all,hast,out,yet,me,his,was,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,now,without,whither,when,would,there,do,therein,among,man,or,forthwith,could,some,himself,but,if,that,lest,will,were,wherefore,thou,no,what,then,thence,have,been,throughout,not,till,must,our,shall,thus,him,notwithstanding,may,thyself,your,verily,many,into,should,one,ever,these,an,therefore,upon,said,seest,more,wherein,whereof,thereof,once,by,let,upwards,is,did,as,moreover,are,thy,he,cometh,like,such,those,whence,for,seemeth,who,also,in,again,soever,therefrom,they,it,inasmuch,where,her,thine,abundance,them,unto,because,other,whom,their,shalt,be,lord,became,forth,which,oftentimes,had,make,neither,much,whensoever,whose,ye,than,yea,hath,s_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,n_percentage_use,d_percentage_use,o_percentage_use,f_percentage_use,t_percentage_use,g_percentage_use,a_percentage_use,i_percentage_use,h_percentage_use,m_percentage_use,c_percentage_use,b_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,l_percentage_use,p_percentage_use,y_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06790123456790123,0.012345679012345678,0.13580246913580246,0.13580246913580246,0.06172839506172839,0.043209876543209874,0.06790123456790123,0.037037037037037035,0.07407407407407407,0.030864197530864196,0.06172839506172839,0.04938271604938271,0.037037037037037035,0.018518518518518517,0.024691358024691357,0.024691358024691357,0.018518518518518517,0.006172839506172839,0.012345679012345678,0.012345679012345678,0.006172839506172839,0.006172839506172839,0,0,0,0,0,34,4.764705882352941,10.333333333333334,8.944444444444445
