Author,of,the,her,and,now,were,in,among,upon,whose,was,from,that,he,which,one,man,had,to,is,by,whence,till,where,it,are,abundance,there,throughout,again,his,these,with,into,thereof,those,who,out,our,moreover,an,himself,could,whensoever,when,some,inasmuch,as,their,for,they,him,would,have,more,than,been,be,other,but,not,no,said,unto,like,me,then,shall,ye,may,my,lest,should,make,whom,thus,hath,all,them,neither,did,became,also,therefore,each,will,we,every,god,thee,wherefore,thou,seest,according,therewith,wherein,what,hast,yet,thence,whereof,because,once,thereby,being,say,shalt,let,howsoever,upwards,how,whereby,henceforth,thereon,must,lord,forth,thy,without,oftentimes,whither,cometh,such,do,thine,much,seemeth,therein,notwithstanding,thyself,your,verily,many,or,forthwith,soever,therefrom,yea,if,ever,c_percentage_use,r_percentage_use,u_percentage_use,i_percentage_use,s_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,g_percentage_use,a_percentage_use,x_percentage_use,d_percentage_use,p_percentage_use,m_percentage_use,n_percentage_use,v_percentage_use,l_percentage_use,w_percentage_use,k_percentage_use,b_percentage_use,q_percentage_use,j_percentage_use,y_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),72,115,7,54,7,5,24,1,9,2,14,7,6,35,7,4,4,5,23,3,3,1,1,4,4,1,1,5,1,3,11,1,9,1,2,2,4,3,1,2,3,1,1,1,4,3,2,3,6,12,7,15,1,1,2,2,2,3,1,5,3,3,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025656814449917898,0.05398193760262726,0.024220032840722498,0.06096059113300493,0.05890804597701149,0.1297208538587849,0.07286535303776683,0.029351395730706074,0.0841543513957307,0.07881773399014778,0.017036124794745484,0.08169129720853859,0.002257799671592775,0.047619047619047616,0.018267651888341542,0.02586206896551724,0.06896551724137931,0.015188834154351396,0.030582922824302135,0.024630541871921183,0.004310344827586207,0.01293103448275862,0.00020525451559934318,0.0012315270935960591,0.009236453201970444,0.00041050903119868636,0,1153,4.225498699045967,392.3333333333333,571.9790640394089
