Author,of,the,by,in,and,it,to,that,one,had,which,many,was,where,is,moreover,for,he,man,as,unto,her,when,yet,not,whose,his,they,each,other,out,were,let,say,them,ye,who,are,have,these,therefore,now,from,an,their,thereof,with,but,upon,those,be,much,into,whom,what,such,upwards,shall,thine,yea,became,therewith,make,wherein,may,lord,till,being,howsoever,whither,verily,like,than,soever,me,more,some,we,because,him,would,notwithstanding,our,all,wherefore,whensoever,once,ever,my,also,do,been,whereby,thyself,said,if,whereof,without,should,could,forthwith,or,inasmuch,there,neither,abundance,every,thereby,must,thereon,god,therein,thy,hath,forth,whence,henceforth,thou,thee,himself,hast,among,then,seemeth,seest,will,cometh,no,lest,how,your,thence,again,according,oftentimes,shalt,throughout,did,thus,therefrom,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,b_percentage_use,i_percentage_use,s_percentage_use,g_percentage_use,j_percentage_use,v_percentage_use,y_percentage_use,n_percentage_use,d_percentage_use,w_percentage_use,l_percentage_use,m_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),53,113,1,6,48,2,16,6,4,4,6,2,14,4,1,2,5,4,2,2,4,4,7,1,4,1,1,10,1,1,1,12,1,2,7,1,2,1,1,2,1,2,5,2,4,4,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019965277777777776,0.08043981481481481,0.015914351851851853,0.1021412037037037,0.025752314814814815,0.053530092592592594,0.1362847222222222,0.07407407407407407,0.02980324074074074,0.08362268518518519,0.01707175925925926,0.04513888888888889,0.05873842592592592,0.014467592592592593,0.0014467592592592592,0.010127314814814815,0.013020833333333334,0.06770833333333333,0.05092592592592592,0.02488425925925926,0.024305555555555556,0.019675925925925927,0.007233796296296296,0.0005787037037037037,0.00028935185185185184,0.00028935185185185184,0,818,4.224938875305623,278.0,392.97743055555554
