Author,now,when,the,and,of,all,that,them,in,they,were,their,as,had,what,been,to,but,it,for,must,could,an,therein,was,which,he,from,where,be,out,upon,with,his,unto,some,more,than,these,by,man,whose,one,himself,there,let,again,him,ye,our,shall,will,we,your,moreover,being,is,thou,shalt,make,thereof,or,many,forth,not,neither,every,said,lord,therefore,abundance,who,have,may,into,did,like,also,other,would,throughout,are,should,inasmuch,among,no,thus,god,yea,till,henceforth,then,if,whom,her,without,according,lest,became,those,me,thyself,such,each,upwards,whereof,thee,hast,yet,thine,forthwith,therewith,seemeth,seest,cometh,how,wherein,because,notwithstanding,wherefore,thence,thereby,whensoever,oftentimes,howsoever,once,much,thereon,whither,ever,my,thy,hath,verily,do,whence,say,soever,therefrom,whereby,n_percentage_use,o_percentage_use,w_percentage_use,h_percentage_use,e_percentage_use,t_percentage_use,l_percentage_use,r_percentage_use,d_percentage_use,s_percentage_use,a_percentage_use,c_percentage_use,u_percentage_use,i_percentage_use,m_percentage_use,f_percentage_use,b_percentage_use,y_percentage_use,g_percentage_use,v_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),28,20,569,223,365,10,45,39,79,52,53,59,33,43,2,5,97,20,38,32,1,4,10,4,61,29,34,23,5,17,6,27,34,32,8,2,3,5,11,30,7,4,9,1,6,6,5,14,6,5,10,3,4,5,10,7,4,2,1,2,6,5,5,4,13,3,4,3,6,2,1,13,2,3,12,7,3,3,8,2,2,2,2,4,2,1,5,1,2,1,1,2,3,8,6,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07004678783516285,0.07256613280547058,0.021054525823285947,0.0717113550476876,0.12983624257693,0.09847939535720712,0.031086917401475615,0.055695519165017096,0.043683642253014215,0.053221162497750586,0.08084398056505308,0.023708835702717295,0.022944034551016734,0.06086917401475617,0.0256883210365305,0.030412092855857477,0.018760122368184272,0.015475976246175993,0.01768040309519525,0.008907684002159438,0.005443584667986324,0.016240777397876553,0.0016645672125247435,0.0004948713334533021,0.001079719272989023,4.4988303041209284e-05,0.00013496490912362786,5011,4.435841149471163,211.66666666666666,2424.9777757782977
