Author,now,the,of,being,had,with,his,whose,was,and,that,to,in,for,they,their,it,when,unto,let,upon,were,them,into,did,from,moreover,by,all,neither,not,forth,man,other,thereof,more,than,him,many,these,there,which,such,each,upwards,shall,who,yea,thine,became,therewith,make,therefore,wherein,may,lord,till,howsoever,where,whither,as,verily,like,soever,me,some,we,because,would,notwithstanding,our,wherefore,whensoever,once,is,much,ever,my,also,do,an,been,whereby,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,inasmuch,abundance,but,every,thereby,must,are,thereon,god,therein,thy,hath,one,whom,whence,henceforth,those,thou,thee,himself,hast,among,then,seemeth,seest,will,her,out,cometh,no,lest,how,your,thence,again,according,oftentimes,shalt,throughout,thus,be,say,therefrom,n_percentage_use,o_percentage_use,w_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,d_percentage_use,a_percentage_use,f_percentage_use,s_percentage_use,m_percentage_use,b_percentage_use,i_percentage_use,g_percentage_use,r_percentage_use,z_percentage_use,u_percentage_use,l_percentage_use,p_percentage_use,c_percentage_use,v_percentage_use,k_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),2,76,45,1,2,3,1,4,7,46,6,9,6,1,9,6,3,1,2,1,4,8,5,3,1,3,1,3,1,1,2,1,3,1,1,1,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07715244129705554,0.07677972418934029,0.021244875139768915,0.09988818486768543,0.06746179649645918,0.126723816623183,0.01900857249347745,0.048453224002981736,0.08758852031308237,0.0286992172940738,0.049571375326127466,0.026462914647782332,0.014535967200894522,0.04658963846440552,0.01714498695490123,0.05478941483414089,0.0007454342154304882,0.01900857249347745,0.02720834886321282,0.01528140141632501,0.023853894893775623,0.009690644800596348,0.005963473723443906,0.0003727171077152441,0.0011181513231457323,0,0,628,4.272292993630574,212.0,279.9653373089825
