Author,now,it,the,of,in,that,had,to,upon,and,was,by,whose,one,whereof,man,who,his,when,he,no,with,for,they,all,him,as,unto,their,were,thereof,her,much,but,like,not,there,moreover,therein,them,into,said,thou,hast,thy,therefore,my,if,which,hath,be,what,shall,such,been,among,verily,neither,will,thee,an,these,throughout,became,is,many,those,lest,each,inasmuch,where,we,every,god,wherefore,seest,thine,more,according,therewith,wherein,abundance,then,out,yet,thence,me,have,once,because,thereby,other,whom,being,say,shalt,let,howsoever,upwards,how,whereby,henceforth,thereon,till,must,from,did,lord,forth,are,without,oftentimes,whither,cometh,our,would,do,thus,whence,make,whensoever,seemeth,ye,notwithstanding,may,thyself,your,also,again,or,forthwith,could,some,himself,should,soever,therefrom,than,ever,yea,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,a_percentage_use,p_percentage_use,e_percentage_use,d_percentage_use,y_percentage_use,f_percentage_use,m_percentage_use,r_percentage_use,s_percentage_use,c_percentage_use,g_percentage_use,b_percentage_use,l_percentage_use,u_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),5,4,86,59,11,9,4,12,6,45,15,1,2,5,2,2,3,10,4,7,1,4,8,8,1,2,2,8,3,12,3,4,1,4,2,5,6,2,1,1,3,1,2,1,3,1,1,1,3,4,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07600465928945836,0.07105416423995341,0.025334886429819452,0.054164239953407106,0.0978450786255096,0.07949912638322656,0.08736167734420501,0.018637157833430402,0.1322073383808969,0.046592894583576,0.013395457192778102,0.030285381479324403,0.023296447291788,0.054164239953407106,0.05591147350029121,0.021549213744903904,0.01485148514851485,0.011939429237041351,0.023005241700640652,0.0244612696563774,0.00960978450786255,0.006988934187536401,0.00145602795573675,0.0005824111822947001,0,0,0,839,4.0929678188319425,285.3333333333333,411.980198019802
