Author,of,the,by,in,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,with,how,they,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,b_percentage_use,i_percentage_use,s_percentage_use,g_percentage_use,m_percentage_use,d_percentage_use,n_percentage_use,y_percentage_use,v_percentage_use,x_percentage_use,w_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,l_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040983606557377046,0.08196721311475409,0.02459016393442623,0.13114754098360656,0.040983606557377046,0.07377049180327869,0.10655737704918032,0.040983606557377046,0.03278688524590164,0.04918032786885246,0.040983606557377046,0.09836065573770492,0.040983606557377046,0.03278688524590164,0.02459016393442623,0.03278688524590164,0.04918032786885246,0.01639344262295082,0.00819672131147541,0.00819672131147541,0,0,0,0,0,0,0,23,5.304347826086956,7.666666666666667,7.975409836065574
