Author,of,and,the,them,now,when,had,upon,he,to,from,into,his,unto,it,in,which,that,there,was,with,him,their,they,were,moreover,ye,have,our,we,are,an,for,verily,yea,should,if,would,out,but,many,as,those,could,not,whom,much,thereof,being,all,man,no,make,some,said,is,thou,thyself,will,shall,be,my,himself,by,whose,did,one,let,like,oftentimes,forthwith,thus,than,how,been,wherein,seemeth,may,howsoever,yet,according,therefore,thine,also,therewith,cometh,do,other,henceforth,till,therein,among,who,whereof,notwithstanding,lord,seest,abundance,each,once,shalt,soever,thee,where,god,what,such,or,whereby,neither,forth,wherefore,because,thereby,throughout,inasmuch,must,without,again,lest,more,me,became,her,upwards,whence,thence,thy,these,say,whensoever,whither,ever,your,hast,every,therefrom,thereon,then,hath,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,m_percentage_use,i_percentage_use,d_percentage_use,n_percentage_use,h_percentage_use,y_percentage_use,g_percentage_use,w_percentage_use,s_percentage_use,v_percentage_use,k_percentage_use,b_percentage_use,l_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),45,51,69,8,6,6,3,3,10,10,6,3,9,4,5,10,2,5,2,5,5,7,6,5,4,2,3,1,1,4,1,2,1,1,1,1,1,2,2,4,1,1,1,2,2,2,1,2,1,3,3,2,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019658395101514663,0.08733483725427006,0.013857557202707057,0.08797937479858202,0.020947470190138574,0.058652916532388015,0.11601675797615212,0.07573316145665485,0.03061553335481792,0.028037383177570093,0.05510796003867225,0.04962939091202063,0.07412181759587495,0.07283274250725105,0.015468901063486949,0.018047051240734774,0.025781501772478246,0.04898485336770867,0.011279407025459234,0.00676764421527554,0.014824363519174991,0.03061553335481792,0.0003222687721559781,0.0006445375443119562,0.0009668063164679343,0.0003222687721559781,0,737,4.210312075983718,248.66666666666666,359.96455043506285
