Author,now,when,the,had,they,forth,their,and,to,of,were,not,but,out,upon,them,in,abundance,who,with,his,for,he,be,that,thereby,it,was,all,him,there,many,other,neither,did,therefore,those,into,have,been,as,one,man,much,therein,hath,are,an,like,unto,should,because,thus,make,god,among,these,which,moreover,whose,whom,how,by,from,your,my,will,upwards,shall,thereof,must,is,some,being,whence,if,no,let,we,became,lest,each,inasmuch,where,her,said,thine,every,thee,wherefore,seest,thou,more,according,therewith,wherein,what,then,hast,yet,thence,whereof,me,once,say,shalt,howsoever,throughout,whereby,henceforth,thereon,till,lord,thy,without,oftentimes,whither,cometh,such,our,would,do,whensoever,seemeth,ye,notwithstanding,may,thyself,verily,also,again,or,forthwith,could,himself,soever,therefrom,than,yea,ever,n_percentage_use,o_percentage_use,w_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,c_percentage_use,i_percentage_use,f_percentage_use,a_percentage_use,p_percentage_use,d_percentage_use,k_percentage_use,g_percentage_use,y_percentage_use,b_percentage_use,l_percentage_use,u_percentage_use,v_percentage_use,m_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),13,9,182,14,28,3,24,86,31,109,15,4,11,6,11,17,29,2,5,18,11,22,9,5,9,1,16,19,6,3,3,5,1,2,2,1,2,3,5,6,7,2,5,1,2,1,1,2,3,3,1,1,2,1,1,2,2,7,3,3,2,1,5,5,5,6,2,1,2,2,1,1,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07427952915708294,0.0722500338249222,0.02259504803138953,0.07103233662562576,0.12839940468136923,0.05493167365715059,0.05060208361520768,0.09930997158706535,0.02245974834257881,0.06129075903125423,0.03125422811527533,0.0756325260451901,0.01583006359085374,0.04464889730753619,0.006764984440535787,0.018265457989446624,0.016641861723718034,0.018941956433500204,0.02760113651738601,0.023677445541875255,0.01014747666080368,0.024218644297118116,0.0016235962657285888,0.0006764984440535787,0.00013529968881071573,0.00013529968881071573,0,1684,4.3889548693586695,574.3333333333334,843.9733459613043
