Author,of,the,man,one,but,where,is,he,who,in,his,them,not,him,as,with,now,was,every,by,and,that,an,be,to,their,into,they,upon,were,many,from,it,unto,which,had,been,forth,himself,some,moreover,other,for,whose,when,those,all,no,again,much,are,oftentimes,neither,shall,throughout,if,wherein,seemeth,would,like,yet,yea,therewith,cometh,do,henceforth,till,among,whereof,verily,will,seest,once,shalt,soever,what,wherefore,upwards,these,say,whom,hast,out,ye,than,have,howsoever,we,thee,lest,her,let,thereof,there,therefrom,thereon,then,forthwith,may,our,therefore,thine,make,therein,abundance,said,god,inasmuch,without,became,should,your,according,thus,how,also,thyself,being,notwithstanding,lord,each,could,such,did,or,whereby,because,thereby,must,more,me,thou,whence,thence,thy,my,whensoever,whither,ever,hath,p_percentage_use,l_percentage_use,a_percentage_use,n_percentage_use,o_percentage_use,f_percentage_use,t_percentage_use,c_percentage_use,k_percentage_use,m_percentage_use,r_percentage_use,e_percentage_use,d_percentage_use,h_percentage_use,i_percentage_use,y_percentage_use,s_percentage_use,v_percentage_use,u_percentage_use,b_percentage_use,w_percentage_use,g_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),51,79,3,3,6,4,4,13,3,16,11,11,3,5,1,10,5,10,1,5,51,6,3,3,16,9,3,6,2,9,3,6,3,3,2,3,2,1,1,1,2,1,3,1,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013403416557161629,0.03180026281208936,0.08042049934296977,0.08173455978975033,0.07542706964520368,0.025229960578186595,0.09329829172141918,0.023390275952693825,0.008935611038107753,0.032063074901445464,0.058869908015768725,0.12115637319316688,0.045466491458607095,0.06938239159001314,0.06438896189224705,0.013140604467805518,0.052562417871222074,0.011826544021024968,0.017082785808147174,0.014980289093298292,0.025492772667542705,0.018134034165571616,0.0005256241787122207,0.0005256241787122207,0.001314060446780552,0.00026281208935611036,0,883,4.309173272933182,297.3333333333333,397.980814717477
