Author,of,the,or,it,in,and,to,that,with,upon,where,he,his,these,himself,now,was,for,had,but,him,are,not,they,were,many,whom,unto,them,as,which,without,into,their,like,all,by,whose,been,thus,according,lord,moreover,those,from,there,when,thereof,did,throughout,one,who,her,every,man,oftentimes,if,wherein,seemeth,would,some,yet,be,yea,therewith,cometh,do,henceforth,till,among,whereof,verily,will,seest,once,shalt,soever,is,what,wherefore,again,upwards,say,hast,out,ye,than,have,howsoever,other,we,thee,neither,lest,let,shall,therefrom,thereon,then,forthwith,may,our,therefore,thine,make,therein,abundance,said,god,no,forth,inasmuch,became,should,your,how,an,much,also,thyself,being,notwithstanding,each,could,such,whereby,because,thereby,must,more,me,thou,whence,thence,thy,my,whensoever,whither,ever,hath,b_percentage_use,a_percentage_use,t_percentage_use,l_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,m_percentage_use,s_percentage_use,g_percentage_use,n_percentage_use,r_percentage_use,i_percentage_use,c_percentage_use,p_percentage_use,u_percentage_use,y_percentage_use,d_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),68,106,1,4,13,61,17,13,10,4,2,7,10,1,1,6,8,10,8,5,6,1,2,16,21,4,2,2,14,3,1,1,2,15,2,2,1,1,2,1,1,1,2,1,6,3,4,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014026602176541718,0.08343409915356712,0.0962515114873035,0.025151148730350664,0.1334945586457074,0.07182587666263604,0.031197097944377267,0.07980652962515115,0.02902055622732769,0.053204353083434096,0.01717049576783555,0.06964933494558646,0.06626360338573156,0.053204353083434096,0.018863361547763,0.013784764207980653,0.02128174123337364,0.014993954050785973,0.04546553808948005,0.02442563482466747,0.008706166868198308,0.0048367593712212815,0.0002418379685610641,0.0009673518742442564,0.0009673518742442564,0,0,972,4.254115226337449,326.3333333333333,484.9782345828295
