Author,the,and,in,their,it,to,that,of,had,man,now,were,with,was,an,they,one,his,from,thereof,moreover,which,not,for,by,whose,ye,neither,we,have,therefore,your,may,be,into,abundance,are,if,then,shall,let,upon,there,among,but,when,he,said,unto,thee,thy,say,him,will,me,as,no,each,them,whence,my,our,or,throughout,such,upwards,who,thine,yea,became,therewith,make,wherein,lord,till,being,howsoever,where,whither,verily,like,than,soever,more,some,because,would,notwithstanding,wherefore,all,whensoever,once,is,much,ever,also,do,been,whereby,many,thyself,whereof,yet,should,could,without,forthwith,what,these,inasmuch,every,thereby,must,thereon,god,therein,other,hath,forth,whom,henceforth,those,thou,himself,hast,seemeth,seest,her,out,cometh,lest,how,thence,again,according,oftentimes,shalt,did,thus,therefrom,m_percentage_use,a_percentage_use,j_percentage_use,o_percentage_use,r_percentage_use,c_percentage_use,g_percentage_use,h_percentage_use,n_percentage_use,d_percentage_use,e_percentage_use,f_percentage_use,t_percentage_use,s_percentage_use,b_percentage_use,i_percentage_use,u_percentage_use,p_percentage_use,k_percentage_use,l_percentage_use,w_percentage_use,y_percentage_use,v_percentage_use,z_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),73,42,11,9,5,15,7,34,6,2,6,8,7,11,2,7,2,8,6,4,2,3,5,6,3,1,3,3,5,3,1,1,1,5,5,1,1,2,3,3,2,3,2,1,5,3,5,2,4,1,1,1,3,2,1,1,1,1,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02340290955091714,0.07969639468690702,0.0006325110689437065,0.07969639468690702,0.05724225173940544,0.0196078431372549,0.018026565464895637,0.07400379506641366,0.08096141682479444,0.048703352308665404,0.12871600253004428,0.0290955091714105,0.09993674889310562,0.049019607843137254,0.01549652118912081,0.05502846299810247,0.023086654016445288,0.017077798861480076,0.003795066413662239,0.02719797596457938,0.024667931688804556,0.015812776723592662,0.010436432637571158,0.00031625553447185326,0.00031625553447185326,0,0,761,4.155059132720105,260.6666666666667,371.9819734345351
