Author,now,was,the,of,upon,and,with,to,but,who,were,them,many,in,that,much,howsoever,when,he,be,his,notwithstanding,they,their,all,these,for,by,more,than,not,which,could,some,thus,shall,yet,moreover,him,had,among,it,neither,would,out,said,we,have,been,let,forth,an,such,each,upwards,thine,yea,became,man,therewith,make,therefore,wherein,may,lord,till,being,where,whither,as,verily,like,soever,unto,me,from,because,our,wherefore,whensoever,once,is,ever,my,also,do,whose,whereby,thyself,if,whereof,without,ye,should,forthwith,or,what,inasmuch,there,abundance,every,thereby,must,are,thereon,god,thereof,therein,thy,other,one,hath,whom,whence,henceforth,those,thou,thee,himself,hast,then,seemeth,seest,will,her,cometh,no,lest,how,your,thence,again,according,oftentimes,shalt,throughout,into,did,say,therefrom,n_percentage_use,o_percentage_use,w_percentage_use,h_percentage_use,i_percentage_use,l_percentage_use,e_percentage_use,m_percentage_use,a_percentage_use,c_percentage_use,d_percentage_use,u_percentage_use,g_percentage_use,s_percentage_use,p_percentage_use,t_percentage_use,r_percentage_use,y_percentage_use,f_percentage_use,b_percentage_use,k_percentage_use,v_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),4,4,60,40,2,39,7,7,5,5,11,6,2,7,4,2,1,4,2,2,3,1,9,18,2,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07257748136524127,0.06826206355433503,0.025892506865437426,0.06983130639466457,0.05649274225186347,0.03766182816790899,0.13181639858768143,0.030207924676343666,0.07728520988622989,0.01922322479403688,0.0451157316594743,0.02157708905453119,0.02000784621420165,0.04982346018046293,0.010984699882306787,0.09415457041977246,0.0612004707728521,0.016084739113377794,0.02550019615535504,0.02157708905453119,0.008630835621812475,0.014515496273048253,0.00039231071008238524,0.0011769321302471558,0.00039231071008238524,0,0,581,4.387263339070568,196.33333333333334,284.9803844644959
