Author,of,the,by,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,in,with,how,they,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,b_percentage_use,i_percentage_use,s_percentage_use,g_percentage_use,y_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,w_percentage_use,x_percentage_use,â_percentage_use,v_percentage_use,z_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,m_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03676470588235294,0.08088235294117647,0.04411764705882353,0.13970588235294118,0.04411764705882353,0.08823529411764706,0.125,0.058823529411764705,0.03676470588235294,0.04411764705882353,0.022058823529411766,0.07352941176470588,0.04411764705882353,0.022058823529411766,0.014705882352941176,0.03676470588235294,0.007352941176470588,0.029411764705882353,0.007352941176470588,0.007352941176470588,0,0,0,0,0,0,0,28,4.857142857142857,9.0,9.963235294117647
