Author,of,and,his,to,the,it,which,is,in,when,from,there,was,whom,they,being,some,also,one,moreover,that,out,with,such,as,were,yet,them,let,their,upon,unto,those,who,not,more,than,by,other,did,many,became,now,had,been,god,for,these,but,all,into,neither,each,upwards,shall,thine,yea,man,therewith,make,therefore,wherein,may,lord,till,howsoever,where,whither,verily,like,soever,me,we,because,him,would,notwithstanding,our,wherefore,whensoever,once,much,ever,my,do,an,whose,whereby,thyself,said,if,whereof,have,without,ye,should,could,forthwith,he,or,what,inasmuch,abundance,every,thereby,must,are,thereon,thereof,therein,thy,hath,forth,whence,henceforth,thou,thee,himself,hast,among,then,seemeth,seest,will,her,cometh,no,lest,how,your,thence,again,according,oftentimes,shalt,throughout,thus,be,say,therefrom,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,n_percentage_use,d_percentage_use,b_percentage_use,k_percentage_use,g_percentage_use,i_percentage_use,m_percentage_use,y_percentage_use,x_percentage_use,v_percentage_use,w_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),50,48,3,9,74,1,2,1,10,2,2,3,5,1,16,1,2,2,3,1,1,2,2,1,1,11,1,10,1,12,1,3,3,4,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024939383443020435,0.09352268791132663,0.013508832698302737,0.09352268791132663,0.019397298233460338,0.05611361274679598,0.12919986144786977,0.06927606511950121,0.02909594735019051,0.05195704883962591,0.0685833044683062,0.03013508832698303,0.07551091098025632,0.051264288188430894,0.018358157256667822,0.007620367163145133,0.018011776931070315,0.055074471770003464,0.022514721163837893,0.018011776931070315,0.0010391409767925182,0.009352268791132663,0.02182196051264288,0,0,0,0,678,4.258112094395281,229.0,312.9778316591618
