Author,in,and,the,of,by,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,with,how,they,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,a_percentage_use,f_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,n_percentage_use,d_percentage_use,b_percentage_use,o_percentage_use,u_percentage_use,t_percentage_use,e_percentage_use,w_percentage_use,h_percentage_use,c_percentage_use,m_percentage_use,l_percentage_use,y_percentage_use,k_percentage_use,g_percentage_use,p_percentage_use,â_percentage_use,v_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915032679738562,0.0457516339869281,0.08496732026143791,0.0718954248366013,0.032679738562091505,0.0718954248366013,0.0196078431372549,0.026143790849673203,0.0718954248366013,0.013071895424836602,0.0784313725490196,0.10457516339869281,0.013071895424836602,0.0392156862745098,0.0457516339869281,0.032679738562091505,0.026143790849673203,0.026143790849673203,0.026143790849673203,0.013071895424836602,0.006535947712418301,0,0,0,0,0,0,31,4.935483870967742,9.666666666666666,11.941176470588236
