Author,now,the,of,were,as,which,from,to,and,they,it,that,is,had,be,unto,them,verily,if,ye,not,then,will,we,upon,shall,but,when,by,whose,was,one,also,their,into,in,some,much,did,there,where,with,he,thereof,moreover,man,who,his,other,let,him,for,many,oftentimes,wherein,seemeth,would,like,yet,yea,therewith,cometh,do,henceforth,till,among,whereof,seest,all,once,shalt,soever,what,wherefore,again,upwards,these,say,whom,hast,out,than,have,howsoever,those,thee,neither,throughout,lest,her,therefrom,thereon,forthwith,been,may,our,therefore,thine,make,therein,abundance,said,god,no,forth,inasmuch,without,became,himself,should,your,according,every,are,thus,how,an,thyself,being,notwithstanding,lord,each,could,such,or,whereby,because,thereby,must,more,me,thou,whence,thence,thy,my,whensoever,whither,ever,hath,n_percentage_use,o_percentage_use,w_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,m_percentage_use,v_percentage_use,s_percentage_use,f_percentage_use,y_percentage_use,r_percentage_use,a_percentage_use,i_percentage_use,l_percentage_use,d_percentage_use,c_percentage_use,p_percentage_use,u_percentage_use,g_percentage_use,b_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),3,78,46,9,4,8,8,16,25,6,3,7,4,2,1,3,11,1,1,2,3,1,1,1,4,1,3,2,2,3,8,3,1,7,2,7,1,1,1,1,1,5,4,1,1,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718273167100856,0.0788983997022702,0.02530703386676591,0.09973948641607741,0.07554893933755118,0.13248976553777447,0.03163379233345739,0.011164867882396725,0.05321920357275772,0.02828433196873837,0.012653516933382954,0.04577595831782657,0.0770375883885374,0.05656866393747674,0.03386676590993673,0.040565686639374765,0.02381838481577968,0.013770003721622627,0.022701898027540007,0.018608113137327874,0.016002977298101972,0.006698920729438035,0.000744324525493115,0.0003721622627465575,0,0,0,653,4.114854517611026,219.33333333333334,314.97729810197245
