Author,if,and,the,of,in,there,was,for,them,had,unto,where,his,to,forth,into,from,it,that,which,now,they,their,all,by,being,one,howsoever,man,upon,himself,when,he,out,with,him,were,who,then,like,thereof,lord,an,moreover,neither,no,but,as,is,yea,say,our,such,each,upwards,shall,thine,became,therewith,make,therefore,wherein,may,till,whither,let,verily,than,soever,me,more,some,we,because,would,notwithstanding,wherefore,whensoever,once,much,ever,my,also,do,whose,been,whereby,many,thyself,said,whereof,have,yet,ye,should,could,forthwith,without,or,what,these,inasmuch,abundance,every,thereby,must,are,thereon,god,therein,thy,other,hath,whom,whence,henceforth,those,thou,thee,hast,among,seemeth,seest,will,her,cometh,lest,how,your,thence,again,according,oftentimes,not,shalt,throughout,did,thus,be,therefrom,n_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,t_percentage_use,h_percentage_use,l_percentage_use,s_percentage_use,i_percentage_use,f_percentage_use,d_percentage_use,c_percentage_use,u_percentage_use,a_percentage_use,b_percentage_use,p_percentage_use,o_percentage_use,m_percentage_use,w_percentage_use,g_percentage_use,y_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,39,107,65,15,2,21,5,1,4,4,4,9,13,1,2,2,7,6,4,6,7,11,1,3,2,2,1,2,3,2,4,7,1,3,3,7,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07086197778952935,0.13035430988894764,0.011369645690111053,0.05658381808566896,0.09518773135906927,0.07377049180327869,0.030407191961924908,0.05103120042305658,0.05658381808566896,0.03146483342147012,0.04309888947646748,0.02168164992067689,0.024854574299312534,0.07985193019566367,0.01956636700158646,0.01560021152829191,0.07535695399259651,0.027763088313061873,0.02009518773135907,0.019037546271813855,0.011898466419883659,0.005288207297726071,0.0007932310946589106,0.0007932310946589106,0.0005288207297726071,0,0,848,4.459905660377358,288.3333333333333,396.97382337387626
