Author,by,the,of,which,and,each,we,every,god,thee,according,therewith,all,hast,out,yet,me,his,was,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,now,from,without,whither,when,would,there,do,therein,among,man,or,forthwith,could,some,himself,but,if,that,lest,will,were,wherefore,thou,no,what,then,thence,have,been,throughout,not,till,must,our,shall,thus,him,notwithstanding,may,thyself,your,verily,many,into,should,one,ever,these,an,therefore,upon,said,seest,more,wherein,whereof,thereof,once,let,upwards,is,did,as,moreover,are,thy,he,cometh,like,such,those,whence,for,seemeth,who,also,in,again,soever,therefrom,they,it,inasmuch,where,her,thine,abundance,them,unto,because,other,whom,their,shalt,be,lord,became,forth,oftentimes,had,with,make,neither,much,whensoever,whose,ye,to,than,yea,hath,a_percentage_use,t_percentage_use,c_percentage_use,k_percentage_use,o_percentage_use,n_percentage_use,s_percentage_use,i_percentage_use,g_percentage_use,b_percentage_use,y_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,p_percentage_use,f_percentage_use,w_percentage_use,d_percentage_use,v_percentage_use,l_percentage_use,j_percentage_use,u_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,m_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08955223880597014,0.11940298507462686,0.029850746268656716,0.014925373134328358,0.07462686567164178,0.08955223880597014,0.05970149253731343,0.08955223880597014,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.07462686567164178,0.07462686567164178,0.05970149253731343,0.014925373134328358,0.04477611940298507,0.029850746268656716,0.05970149253731343,0.014925373134328358,0,0,0,0,0,0,0,0,15,4.466666666666667,5.666666666666667,7.0
