Author,of,the,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,in,with,how,they,by,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,p_percentage_use,r_percentage_use,e_percentage_use,s_percentage_use,i_percentage_use,d_percentage_use,n_percentage_use,t_percentage_use,m_percentage_use,a_percentage_use,g_percentage_use,c_percentage_use,u_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,w_percentage_use,â_percentage_use,v_percentage_use,z_percentage_use,j_percentage_use,b_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,y_percentage_use,l_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04918032786885246,0.08196721311475409,0.19672131147540983,0.13114754098360656,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.04918032786885246,0.03278688524590164,0.06557377049180328,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.04918032786885246,0.01639344262295082,0.01639344262295082,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,12,5.083333333333333,3.0,2.9016393442622954
