Author,of,the,in,her,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,out,seest,no,cometh,lest,with,how,they,by,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,r_percentage_use,e_percentage_use,c_percentage_use,p_percentage_use,t_percentage_use,i_percentage_use,o_percentage_use,n_percentage_use,f_percentage_use,h_percentage_use,d_percentage_use,l_percentage_use,a_percentage_use,w_percentage_use,g_percentage_use,b_percentage_use,s_percentage_use,m_percentage_use,v_percentage_use,u_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,y_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11224489795918367,0.10204081632653061,0.05102040816326531,0.01020408163265306,0.08163265306122448,0.09183673469387756,0.08163265306122448,0.10204081632653061,0.04081632653061224,0.030612244897959183,0.030612244897959183,0.02040816326530612,0.09183673469387756,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.01020408163265306,0,0,0,0,0,0,0,0,20,4.9,5.333333333333333,6.938775510204081
