Author,of,the,now,it,to,in,which,that,be,and,from,where,they,were,thereof,was,by,man,whose,them,but,other,thence,when,had,he,out,his,many,being,an,some,with,for,unto,are,their,those,who,is,not,let,we,upon,moreover,abundance,became,whom,there,such,each,upwards,shall,yea,thine,therewith,make,therefore,wherein,may,lord,till,howsoever,whither,as,verily,like,than,soever,me,more,because,him,would,notwithstanding,our,all,wherefore,whensoever,once,much,ever,my,also,do,been,whereby,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,or,what,these,inasmuch,neither,every,thereby,must,thereon,god,therein,thy,hath,one,forth,whence,henceforth,thou,thee,himself,hast,among,then,seemeth,seest,will,her,cometh,no,lest,how,your,again,according,oftentimes,shalt,throughout,into,did,thus,say,therefrom,b_percentage_use,r_percentage_use,e_percentage_use,a_percentage_use,k_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,u_percentage_use,p_percentage_use,o_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,c_percentage_use,m_percentage_use,l_percentage_use,s_percentage_use,j_percentage_use,w_percentage_use,d_percentage_use,y_percentage_use,v_percentage_use,z_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),57,80,3,4,13,10,2,8,3,44,3,2,6,6,2,10,5,2,4,4,2,1,1,1,1,4,2,8,2,2,1,2,4,2,1,2,3,1,3,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020234986945169713,0.05580939947780679,0.1227154046997389,0.09889033942558746,0.00587467362924282,0.05319843342036554,0.07408616187989556,0.01762402088772846,0.01468668407310705,0.017297650130548303,0.0731070496083551,0.03296344647519582,0.0956266318537859,0.06592689295039164,0.022193211488250653,0.02839425587467363,0.028720626631853787,0.047976501305483026,0.0026109660574412533,0.022193211488250653,0.043733681462140996,0.013054830287206266,0.011096605744125326,0.00032637075718015666,0.0009791122715404699,0,0,713,4.297335203366059,238.0,322.9693211488251
