Author,of,and,with,their,now,there,was,much,the,for,were,one,many,by,but,it,is,in,that,he,who,than,they,had,unto,them,some,when,became,to,whose,forth,from,where,being,him,more,out,his,inasmuch,as,yea,which,man,oftentimes,if,moreover,wherein,seemeth,would,like,yet,upon,be,therewith,cometh,do,henceforth,till,among,whereof,verily,will,seest,all,once,shalt,soever,what,wherefore,again,upwards,these,say,whom,hast,ye,have,howsoever,into,other,those,we,thee,neither,throughout,lest,her,let,shall,thereof,therefrom,thereon,not,then,forthwith,been,may,our,therefore,thine,make,therein,abundance,said,god,no,without,himself,should,your,every,according,are,thus,how,an,also,thyself,notwithstanding,lord,each,could,such,did,or,whereby,because,thereby,must,me,thou,whence,thence,thy,my,whensoever,whither,ever,hath,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,l_percentage_use,b_percentage_use,s_percentage_use,n_percentage_use,d_percentage_use,m_percentage_use,j_percentage_use,h_percentage_use,i_percentage_use,w_percentage_use,g_percentage_use,y_percentage_use,k_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),32,12,1,4,2,1,5,1,44,3,5,2,2,4,5,2,4,7,2,3,3,2,7,2,2,1,1,2,1,10,1,1,3,1,1,2,1,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023405500292568753,0.07840842598010532,0.01579871269748391,0.09888823873610299,0.016383850204798128,0.06143943826799298,0.12873025160912815,0.08543007606787595,0.035693387946167346,0.02633118782913985,0.021064950263311878,0.047396138092451724,0.07314218841427736,0.033352837916910474,0.028086600351082503,0.0017554125219426564,0.06963136337039204,0.052077238150965474,0.022235225277940317,0.021064950263311878,0.016968987712112346,0.004095962551199532,0.012873025160912814,0.0017554125219426564,0.0005851375073142189,0,0,406,4.20935960591133,135.33333333333334,192.97659449970743
