Author,in,the,and,of,for,oftentimes,if,moreover,wherein,seemeth,that,with,would,but,some,like,upon,him,be,yet,when,yea,therewith,cometh,do,from,henceforth,which,till,among,whereof,verily,will,seest,all,once,as,soever,is,shalt,what,one,wherefore,again,to,upwards,these,say,whom,hast,out,ye,than,were,have,howsoever,into,had,other,those,who,was,we,where,thee,neither,by,throughout,lest,her,let,them,shall,thereof,there,not,thereon,then,therefrom,forthwith,they,been,his,may,our,therefore,thine,make,therein,abundance,said,god,no,forth,inasmuch,without,became,himself,should,your,every,according,are,whose,thus,how,an,many,much,also,he,thyself,now,it,being,notwithstanding,their,lord,each,could,such,did,or,whereby,because,thereby,must,more,me,thou,whence,thence,thy,my,whensoever,unto,whither,ever,man,hath,c_percentage_use,h_percentage_use,a_percentage_use,p_percentage_use,x_percentage_use,l_percentage_use,i_percentage_use,v_percentage_use,f_percentage_use,r_percentage_use,s_percentage_use,n_percentage_use,t_percentage_use,e_percentage_use,k_percentage_use,b_percentage_use,m_percentage_use,y_percentage_use,o_percentage_use,u_percentage_use,d_percentage_use,w_percentage_use,g_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028169014084507043,0.07042253521126761,0.11267605633802817,0.04225352112676056,0.014084507042253521,0.035211267605633804,0.04929577464788732,0.02112676056338028,0.028169014084507043,0.06338028169014084,0.056338028169014086,0.04929577464788732,0.09154929577464789,0.1056338028169014,0.007042253521126761,0.028169014084507043,0.028169014084507043,0.014084507042253521,0.035211267605633804,0.02112676056338028,0.028169014084507043,0.014084507042253521,0.014084507042253521,0,0,0,0,29,4.896551724137931,8.0,7.957746478873239
