Author,of,the,in,these,was,for,had,been,upon,and,her,no,notwithstanding,with,many,yea,it,to,that,which,now,unto,by,who,much,neither,he,forth,moreover,were,more,their,than,those,them,when,they,his,each,other,shall,we,our,let,out,as,like,be,may,is,but,if,should,then,not,also,your,how,an,one,thereof,do,all,or,into,there,whose,him,where,from,some,oftentimes,forthwith,thus,wherein,seemeth,have,would,howsoever,hath,yet,according,therefore,thine,therewith,cometh,make,thyself,henceforth,till,therein,among,being,whereof,thereon,verily,will,lord,seest,abundance,once,said,shalt,soever,could,thee,god,such,what,did,whereby,because,thereby,wherefore,must,throughout,inasmuch,without,again,lest,me,became,himself,upwards,thou,whence,thence,say,thy,my,whensoever,whither,ever,whom,hast,man,every,therefrom,ye,are,c_percentage_use,a_percentage_use,p_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,f_percentage_use,h_percentage_use,s_percentage_use,k_percentage_use,m_percentage_use,d_percentage_use,b_percentage_use,l_percentage_use,i_percentage_use,n_percentage_use,w_percentage_use,y_percentage_use,g_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),67,115,16,1,20,9,15,2,6,42,5,1,1,8,4,2,4,13,9,5,4,5,5,5,1,2,5,3,3,11,4,8,5,2,4,4,10,16,2,1,7,3,1,1,4,3,2,5,1,1,5,1,1,1,3,2,2,1,2,2,3,1,2,1,1,2,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021197552447552448,0.07626748251748251,0.017701048951048952,0.0902534965034965,0.02513111888111888,0.05812937062937063,0.13942307692307693,0.07189685314685315,0.028846153846153848,0.07910839160839161,0.06118881118881119,0.006118881118881119,0.02207167832167832,0.04436188811188811,0.015515734265734266,0.03125,0.05419580419580419,0.0673076923076923,0.023819930069930068,0.013986013986013986,0.01486013986013986,0.01048951048951049,0.0006555944055944056,0.00043706293706293706,0.00021853146853146853,0.00043706293706293706,0,1048,4.366412213740458,354.0,513.9748688811189
