Author,of,from,by,the,and,each,we,every,god,thee,according,therewith,all,hast,out,yet,me,his,was,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,now,without,whither,when,would,there,do,therein,among,man,or,forthwith,could,some,himself,but,if,that,lest,will,were,wherefore,thou,no,what,then,thence,have,been,throughout,not,till,must,our,shall,thus,him,notwithstanding,may,thyself,your,verily,many,into,should,one,ever,these,an,therefore,upon,said,seest,more,wherein,whereof,thereof,once,let,upwards,is,did,as,moreover,are,thy,he,cometh,like,such,those,whence,for,seemeth,who,also,in,again,soever,therefrom,they,it,inasmuch,where,her,thine,abundance,them,unto,because,other,whom,their,shalt,be,lord,became,forth,which,oftentimes,had,with,make,neither,much,whensoever,whose,ye,to,than,yea,hath,a_percentage_use,t_percentage_use,c_percentage_use,k_percentage_use,o_percentage_use,n_percentage_use,s_percentage_use,e_percentage_use,h_percentage_use,r_percentage_use,b_percentage_use,u_percentage_use,f_percentage_use,i_percentage_use,g_percentage_use,d_percentage_use,v_percentage_use,m_percentage_use,y_percentage_use,l_percentage_use,j_percentage_use,p_percentage_use,â_percentage_use,w_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09202453987730061,0.0736196319018405,0.024539877300613498,0.012269938650306749,0.0736196319018405,0.04294478527607362,0.04294478527607362,0.07975460122699386,0.03067484662576687,0.09815950920245399,0.03680981595092025,0.024539877300613498,0.03067484662576687,0.06748466257668712,0.03067484662576687,0.03680981595092025,0.006134969325153374,0.024539877300613498,0.024539877300613498,0.024539877300613498,0.006134969325153374,0.006134969325153374,0,0,0,0,0,35,4.6571428571428575,10.0,7.889570552147239
