Author,now,when,and,from,their,all,the,they,thereof,by,of,to,which,in,that,like,much,but,had,than,for,is,therein,it,being,an,upon,who,were,out,them,as,was,unto,with,without,or,would,be,whose,man,may,said,not,yet,moreover,he,many,him,forth,have,his,inasmuch,because,each,into,among,let,could,also,neither,throughout,those,are,we,every,god,thee,according,therewith,hast,me,thereby,say,my,howsoever,how,whereby,henceforth,thereon,whither,there,do,forthwith,some,himself,if,lest,will,wherefore,thou,no,what,then,thence,been,till,must,our,shall,thus,notwithstanding,thyself,your,verily,should,one,ever,these,therefore,seest,more,wherein,whereof,once,upwards,did,thy,cometh,such,whence,seemeth,again,soever,therefrom,where,her,thine,abundance,other,whom,shalt,lord,became,oftentimes,make,whensoever,ye,yea,hath,n_percentage_use,o_percentage_use,w_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,a_percentage_use,d_percentage_use,c_percentage_use,k_percentage_use,b_percentage_use,u_percentage_use,t_percentage_use,f_percentage_use,m_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,l_percentage_use,y_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),7,10,52,6,28,4,112,21,2,2,65,22,6,11,16,2,2,3,10,1,7,1,1,13,1,2,4,5,18,4,9,2,18,2,8,2,1,1,4,2,4,1,1,5,1,3,4,1,2,1,1,5,1,1,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06865861411315957,0.0712015257469803,0.025217207035388853,0.0743801652892562,0.12290739563466836,0.0574274210637847,0.04789150243695698,0.080737444373808,0.043653316380589106,0.026064844246662427,0.0074168255986437805,0.015469379105742743,0.02436956982411528,0.10362364907819453,0.028819665183301545,0.028183937274846367,0.05827505827505827,0.018859927950837043,0.013350286077558804,0.030303030303030304,0.01419792328883238,0.008688281415554142,0.000847637211273575,0.0006357279084551812,0.0004238186056367875,0.00021190930281839374,0,1080,4.3694444444444445,367.3333333333333,531.9718160627251
