Author,of,the,and,by,to,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,seemeth,will,her,out,seest,no,cometh,lest,in,with,how,they,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,d_percentage_use,e_percentage_use,s_percentage_use,t_percentage_use,r_percentage_use,u_percentage_use,c_percentage_use,i_percentage_use,o_percentage_use,n_percentage_use,f_percentage_use,h_percentage_use,p_percentage_use,v_percentage_use,a_percentage_use,g_percentage_use,m_percentage_use,l_percentage_use,b_percentage_use,y_percentage_use,k_percentage_use,j_percentage_use,w_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03361344537815126,0.09663865546218488,0.06722689075630252,0.10504201680672269,0.09243697478991597,0.03361344537815126,0.046218487394957986,0.037815126050420166,0.0546218487394958,0.06722689075630252,0.01680672268907563,0.008403361344537815,0.029411764705882353,0.004201680672268907,0.1134453781512605,0.02100840336134454,0.01680672268907563,0.012605042016806723,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.004201680672268907,0.004201680672268907,0,0,0,0,45,5.288888888888889,12.333333333333334,8.899159663865547
