Author,now,it,to,in,the,one,and,of,had,that,whom,whose,was,who,were,where,he,with,his,him,as,their,from,they,when,upon,every,man,thereof,which,unto,them,be,have,inasmuch,not,these,will,we,make,shall,therein,for,or,many,neither,but,like,therefore,been,moreover,forth,all,an,those,whither,soever,said,ye,your,me,then,may,because,thereby,our,thus,her,other,also,lord,hath,oftentimes,forthwith,if,than,how,wherein,seemeth,would,some,howsoever,into,yet,much,thine,yea,therewith,cometh,do,thyself,henceforth,there,till,among,being,whereof,verily,notwithstanding,seest,abundance,each,once,could,shalt,is,thee,god,such,what,no,did,whereby,must,wherefore,by,throughout,without,again,lest,more,became,let,upwards,himself,thou,whence,say,thence,should,thy,my,whensoever,ever,hast,according,out,therefrom,thereon,are,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,u_percentage_use,d_percentage_use,g_percentage_use,r_percentage_use,l_percentage_use,f_percentage_use,y_percentage_use,x_percentage_use,v_percentage_use,b_percentage_use,j_percentage_use,k_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),6,4,13,14,89,2,29,51,5,4,1,2,8,3,6,1,2,6,6,1,9,8,2,12,3,3,1,2,3,2,11,9,2,3,5,6,2,1,3,1,4,1,5,3,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06824644549763033,0.0736176935229068,0.02022116903633491,0.06066350710900474,0.10205371248025276,0.022432859399684046,0.06951026856240126,0.027172195892575038,0.14375987361769352,0.022116903633491312,0.05244865718799368,0.07962085308056872,0.023380726698262244,0.03759873617693523,0.015165876777251185,0.058135860979462876,0.0344391785150079,0.026540284360189573,0.014218009478672985,0.001263823064770932,0.011690363349131122,0.013586097946287519,0.000631911532385466,0.006003159557661927,0.000315955766192733,0,0,735,4.3061224489795915,252.0,392.98483412322275
