Author,he,and,his,to,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,the,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,of,more,some,we,them,from,because,him,would,notwithstanding,our,all,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,whence,henceforth,those,thou,their,thee,himself,hast,among,then,seemeth,will,her,out,seest,no,cometh,lest,in,with,how,they,by,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,h_percentage_use,u_percentage_use,l_percentage_use,s_percentage_use,e_percentage_use,x_percentage_use,p_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,o_percentage_use,n_percentage_use,r_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,w_percentage_use,â_percentage_use,v_percentage_use,z_percentage_use,j_percentage_use,f_percentage_use,b_percentage_use,k_percentage_use,q_percentage_use,g_percentage_use,y_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043010752688172046,0.021505376344086023,0.03225806451612903,0.0967741935483871,0.10752688172043011,0.010752688172043012,0.03225806451612903,0.053763440860215055,0.07526881720430108,0.0967741935483871,0.053763440860215055,0.07526881720430108,0.053763440860215055,0.043010752688172046,0.10752688172043011,0.021505376344086023,0.010752688172043012,0,0,0,0,0,0,0,0,0,0,18,5.166666666666667,4.666666666666667,4.935483870967742
