Author,in,the,by,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,of,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,with,how,they,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,d_percentage_use,e_percentage_use,p_percentage_use,r_percentage_use,a_percentage_use,t_percentage_use,i_percentage_use,o_percentage_use,n_percentage_use,s_percentage_use,h_percentage_use,c_percentage_use,k_percentage_use,y_percentage_use,b_percentage_use,u_percentage_use,m_percentage_use,l_percentage_use,g_percentage_use,w_percentage_use,â_percentage_use,v_percentage_use,z_percentage_use,j_percentage_use,f_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03731343283582089,0.08955223880597014,0.022388059701492536,0.06716417910447761,0.08955223880597014,0.08955223880597014,0.05223880597014925,0.03731343283582089,0.07462686567164178,0.04477611940298507,0.05970149253731343,0.03731343283582089,0.029850746268656716,0.029850746268656716,0.04477611940298507,0.029850746268656716,0.014925373134328358,0.007462686567164179,0.007462686567164179,0,0,0,0,0,0,0,0,26,5.153846153846154,7.0,6.865671641791045
