Author,the,of,by,lord,in,his,and,all,which,to,are,for,man,god,where,is,hath,not,an,been,that,have,now,upon,were,whose,was,he,had,but,it,more,than,one,out,them,when,their,they,like,unto,forth,abundance,moreover,her,as,with,became,into,then,did,him,again,thus,there,neither,should,we,much,thereon,shall,be,thy,thee,each,every,according,therewith,hast,yet,me,thereby,being,say,my,howsoever,how,whereby,henceforth,from,without,whither,would,do,therein,among,or,forthwith,could,some,himself,if,lest,will,wherefore,thou,no,what,thence,throughout,till,must,our,notwithstanding,may,thyself,your,verily,many,ever,these,therefore,said,seest,wherein,whereof,thereof,once,let,upwards,cometh,such,those,whence,seemeth,who,also,soever,therefrom,inasmuch,thine,because,other,whom,shalt,oftentimes,make,whensoever,ye,yea,t_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,a_percentage_use,p_percentage_use,u_percentage_use,r_percentage_use,o_percentage_use,f_percentage_use,b_percentage_use,i_percentage_use,s_percentage_use,l_percentage_use,n_percentage_use,k_percentage_use,y_percentage_use,m_percentage_use,d_percentage_use,w_percentage_use,g_percentage_use,v_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),102,63,2,2,12,16,42,2,3,14,3,7,7,1,4,1,3,1,3,1,8,2,5,8,9,5,19,8,2,3,7,2,2,5,2,1,4,4,3,2,2,1,1,3,1,1,8,1,2,2,2,5,2,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09088555152770585,0.06965302951838426,0.13723459347488348,0.017089590885551526,0.08052822371828068,0.016830657690315897,0.02563438632832729,0.055929570170895906,0.06809943034697048,0.02900051786639047,0.01605385810460901,0.0585189021232522,0.05825996892801657,0.03417918177110305,0.07224236147074055,0.006732263076126359,0.01579492490937338,0.02589331952356292,0.04039357845675816,0.024598653547384774,0.018902123252200934,0.013723459347488347,0.0010357327809425167,0.0002589331952356292,0.0007767995857068876,0.0002589331952356292,0,920,4.197826086956522,312.0,434.97850854479543
