Author,of,by,the,now,to,without,upon,and,were,that,thereof,moreover,they,had,their,it,there,was,out,being,in,with,one,but,than,those,them,an,for,when,yea,each,other,inasmuch,as,him,he,his,whose,unto,whereof,throughout,some,not,from,where,became,which,man,let,like,our,are,we,will,be,therefore,oftentimes,if,wherein,seemeth,would,yet,therewith,cometh,do,henceforth,till,among,verily,seest,all,once,shalt,soever,is,what,wherefore,again,upwards,these,say,whom,hast,ye,have,howsoever,into,who,thee,neither,lest,her,shall,therefrom,thereon,then,forthwith,been,may,thine,make,therein,abundance,said,god,no,forth,himself,should,your,according,every,thus,how,many,much,also,thyself,notwithstanding,lord,could,such,did,or,whereby,because,thereby,must,more,me,thou,whence,thence,thy,my,whensoever,whither,ever,hath,b_percentage_use,r_percentage_use,i_percentage_use,t_percentage_use,s_percentage_use,h_percentage_use,c_percentage_use,o_percentage_use,n_percentage_use,e_percentage_use,d_percentage_use,m_percentage_use,a_percentage_use,f_percentage_use,g_percentage_use,u_percentage_use,p_percentage_use,y_percentage_use,v_percentage_use,l_percentage_use,x_percentage_use,z_percentage_use,w_percentage_use,k_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),63,7,99,4,9,2,3,35,13,8,3,3,11,3,6,4,4,26,1,1,13,11,5,4,3,2,5,2,9,2,1,2,2,1,1,3,3,3,2,5,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018418201516793065,0.05606717226435536,0.049566630552546044,0.09479956663055254,0.05552546045503792,0.06988082340195016,0.023293607800650054,0.07394366197183098,0.07015167930660889,0.14138678223185266,0.03629469122426869,0.026543878656554713,0.08125677139761647,0.030606717226435536,0.017605633802816902,0.02789815817984832,0.013271939328277357,0.01218851570964247,0.012730227518959913,0.031960996749729145,0.0013542795232936078,0.0005417118093174431,0.02627302275189599,0.0051462621885157095,0.0010834236186348862,0,0,858,4.303030303030303,289.6666666666667,405.97778981581797
