Author,now,as,cometh,out,of,the,which,and,more,than,an,when,they,that,was,by,to,for,with,were,be,it,from,their,moreover,there,these,where,in,who,abundance,inasmuch,one,his,have,them,but,my,me,ye,would,not,thus,did,he,into,without,had,also,among,many,upon,let,those,forth,like,notwithstanding,her,is,thereof,each,we,every,god,thee,according,therewith,all,hast,yet,thereby,being,say,howsoever,how,whereby,henceforth,thereon,whither,do,therein,man,or,forthwith,could,some,himself,if,lest,will,wherefore,thou,no,what,then,thence,been,throughout,till,must,our,shall,him,thyself,may,your,verily,should,ever,therefore,said,seest,wherein,whereof,once,upwards,thy,are,such,whence,seemeth,again,soever,therefrom,thine,unto,because,other,whom,shalt,lord,became,oftentimes,make,neither,much,whensoever,whose,yea,hath,n_percentage_use,o_percentage_use,w_percentage_use,a_percentage_use,s_percentage_use,g_percentage_use,d_percentage_use,m_percentage_use,e_percentage_use,t_percentage_use,i_percentage_use,c_percentage_use,h_percentage_use,u_percentage_use,f_percentage_use,v_percentage_use,l_percentage_use,p_percentage_use,r_percentage_use,y_percentage_use,b_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),4,7,1,4,64,144,9,47,1,1,3,6,19,10,8,3,32,13,12,20,2,6,8,13,3,3,3,3,18,2,1,1,2,3,2,6,4,3,2,1,2,1,3,2,1,3,1,2,1,1,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06468949044585988,0.07344745222929937,0.02269108280254777,0.0722531847133758,0.05035828025477707,0.01751592356687898,0.04080414012738853,0.02388535031847134,0.1403264331210191,0.10828025477707007,0.05294585987261147,0.022492038216560508,0.07762738853503184,0.027070063694267517,0.027070063694267517,0.00875796178343949,0.030652866242038217,0.020700636942675158,0.054140127388535034,0.016719745222929936,0.01751592356687898,0.005971337579617835,0.0015923566878980893,0.0003980891719745223,0.0005971337579617834,0,0,1140,4.4070175438596495,387.3333333333333,524.9785031847134
