Author,with,the,of,and,now,it,to,these,were,in,their,that,into,they,moreover,which,neither,for,was,there,an,who,them,he,but,whose,man,out,one,his,as,forth,not,when,had,let,upon,all,are,make,each,we,every,god,thee,according,therewith,hast,yet,me,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,from,without,whither,would,do,therein,among,or,forthwith,could,some,himself,if,lest,will,wherefore,thou,no,what,then,thence,have,been,throughout,till,must,our,shall,thus,him,notwithstanding,may,thyself,your,verily,many,should,ever,therefore,said,seest,more,wherein,whereof,thereof,once,by,upwards,is,did,thy,cometh,like,such,those,whence,seemeth,also,again,soever,therefrom,inasmuch,where,her,thine,abundance,unto,because,other,whom,shalt,be,lord,became,oftentimes,much,whensoever,ye,than,yea,hath,w_percentage_use,a_percentage_use,x_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,c_percentage_use,r_percentage_use,k_percentage_use,n_percentage_use,o_percentage_use,f_percentage_use,d_percentage_use,s_percentage_use,m_percentage_use,g_percentage_use,l_percentage_use,u_percentage_use,j_percentage_use,p_percentage_use,v_percentage_use,y_percentage_use,b_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),5,67,40,33,4,3,6,3,12,9,14,13,2,10,1,1,1,4,7,1,1,1,6,2,3,2,2,2,1,3,1,1,2,2,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023818248442652987,0.09087577867350678,0.001832172957127153,0.05386588493953829,0.10370098937339685,0.06888970318798095,0.13008427995602784,0.01868816416269696,0.054232319530963725,0.004030780505679736,0.07292048369366068,0.06998900696225724,0.02674972517405643,0.03994137046537193,0.06046170758519604,0.025283986808354707,0.02088677171124954,0.028581898131183583,0.023451813851227556,0.0010993037742762918,0.014290949065591791,0.010260168559912056,0.011359472334188348,0.016123122022718945,0,0,0,620,4.401612903225806,211.0,274.97141810186884
