Author,now,it,to,in,the,of,one,and,that,by,was,upon,with,thereof,abundance,an,many,which,moreover,he,became,not,into,were,or,therefrom,but,unto,her,out,they,more,than,there,man,him,from,as,when,being,for,therefore,his,like,had,them,other,inasmuch,some,forth,yea,their,did,do,these,how,wherefore,those,who,are,we,our,have,shall,hath,should,be,neither,lord,ye,let,what,thyself,such,thou,each,said,if,upwards,whereof,thee,himself,hast,yet,thine,could,without,me,forthwith,among,therewith,then,seemeth,seest,will,cometh,no,make,lest,wherein,because,may,would,notwithstanding,your,thence,all,again,according,every,thereby,till,whensoever,must,oftentimes,shalt,howsoever,where,once,is,whither,much,ever,thereon,my,god,throughout,therein,thy,verily,also,thus,whom,whence,say,henceforth,soever,whose,been,whereby,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,b_percentage_use,g_percentage_use,f_percentage_use,u_percentage_use,d_percentage_use,r_percentage_use,y_percentage_use,l_percentage_use,k_percentage_use,v_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),6,5,15,15,118,85,8,42,8,2,17,4,5,2,2,1,2,5,3,7,1,7,1,4,1,1,5,5,3,1,9,1,1,1,1,3,3,3,2,1,6,2,3,1,1,3,1,1,1,1,1,3,1,2,3,1,2,2,1,2,4,5,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702756394338217,0.07375217283337472,0.021604171840079463,0.05661782964986342,0.0970946113732307,0.022349143282840826,0.07698038241867396,0.019120933697541594,0.13657809783958283,0.01961758132604917,0.0645641917059846,0.07275887757635957,0.013409485969704494,0.022349143282840826,0.03253041966724609,0.023094114725602185,0.03923516265209834,0.05338962006456419,0.010926247827166625,0.02756394338217035,0.0072013906133598215,0.014651105040973429,0.00024832381425378696,0.00024832381425378696,0,0,0,961,4.190426638917794,326.6666666666667,466.9761609138316
