Author,now,when,there,was,an,of,the,which,had,one,with,and,they,from,among,them,to,thereon,forth,their,for,that,again,whom,his,unto,have,we,upon,hath,are,in,our,but,thereof,may,be,he,him,shall,not,lord,if,out,then,will,as,all,moreover,your,therefore,say,god,those,many,it,these,were,such,each,upwards,who,yea,thine,became,man,therewith,make,wherein,till,being,howsoever,where,whither,let,verily,like,than,soever,me,more,some,because,would,notwithstanding,wherefore,whensoever,once,is,much,ever,my,also,do,whose,been,whereby,thyself,said,whereof,yet,ye,should,could,forthwith,without,or,what,inasmuch,neither,abundance,every,thereby,must,therein,thy,other,whence,henceforth,thou,thee,himself,hast,seemeth,seest,her,cometh,no,lest,how,by,thence,according,oftentimes,shalt,throughout,into,did,thus,therefrom,n_percentage_use,o_percentage_use,w_percentage_use,h_percentage_use,e_percentage_use,t_percentage_use,r_percentage_use,a_percentage_use,s_percentage_use,d_percentage_use,m_percentage_use,f_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,c_percentage_use,j_percentage_use,u_percentage_use,y_percentage_use,l_percentage_use,b_percentage_use,v_percentage_use,k_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),3,4,1,3,1,23,48,3,3,1,3,20,8,2,2,6,6,1,4,2,3,2,1,1,3,3,1,4,5,1,1,3,1,1,2,1,7,1,1,5,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07648401826484018,0.0730593607305936,0.0228310502283105,0.0821917808219178,0.1449771689497717,0.09817351598173515,0.05707762557077625,0.0747716894977169,0.045662100456621,0.0502283105022831,0.030821917808219176,0.02511415525114155,0.04965753424657534,0.01997716894977169,0.017123287671232876,0.018835616438356163,0.0017123287671232876,0.019406392694063926,0.016552511415525113,0.02968036529680365,0.014840182648401826,0.0091324200913242,0.005707762557077625,0.0005707762557077625,0,0,0,406,4.315270935960591,138.0,214.9845890410959
