Author,now,it,to,the,of,that,one,by,whose,was,her,from,and,in,which,thereof,when,his,with,for,he,had,unto,were,him,let,every,man,be,hath,an,shall,make,moreover,they,therewith,upon,like,out,abundance,as,not,among,but,them,those,their,each,we,god,thee,according,all,hast,yet,me,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,without,whither,would,there,do,therein,or,forthwith,could,some,himself,if,lest,will,wherefore,thou,no,what,then,thence,have,been,throughout,till,must,our,thus,notwithstanding,may,thyself,your,verily,many,into,should,ever,these,therefore,said,seest,more,wherein,whereof,once,upwards,is,did,thy,are,cometh,such,whence,seemeth,who,also,again,soever,therefrom,inasmuch,where,thine,because,other,whom,shalt,lord,became,forth,oftentimes,neither,much,whensoever,ye,than,yea,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,d_percentage_use,y_percentage_use,f_percentage_use,g_percentage_use,l_percentage_use,u_percentage_use,b_percentage_use,r_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),6,6,11,79,46,5,4,2,1,10,6,1,26,10,3,4,5,6,3,3,2,4,4,4,2,1,1,1,3,1,2,2,1,2,5,1,4,2,1,1,5,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07078254030672435,0.07707432166732206,0.02202123476209202,0.0609516319307904,0.0896578843885175,0.02477388910735352,0.07786079433739677,0.023594180102241447,0.13330711757766417,0.02005505308690523,0.06527723161620133,0.08022021234762092,0.042076287848997244,0.009830908375933936,0.030279197797876523,0.018088871411718443,0.03342508847817539,0.023594180102241447,0.013763271726307511,0.04640188753440818,0.008257963035784506,0.008651199370821865,0.0011797090051120724,0.0007864726700747149,0,0,0,612,4.155228758169935,206.33333333333334,296.9819111285883
