Author,now,the,and,of,upon,no,from,in,but,lord,their,was,them,became,to,those,who,where,it,being,that,by,whose,had,her,an,which,there,when,him,he,for,his,with,they,were,again,out,inasmuch,as,one,let,be,much,other,lest,should,into,moreover,thereof,verily,been,whither,not,man,therein,whence,forth,among,unto,such,each,upwards,shall,yea,thine,therewith,make,therefore,wherein,may,till,howsoever,like,than,soever,me,more,some,we,because,would,notwithstanding,our,all,wherefore,whensoever,once,is,ever,my,also,do,whereby,many,thyself,said,if,whereof,have,yet,ye,could,without,forthwith,or,what,these,neither,abundance,every,thereby,must,are,thereon,god,thy,hath,whom,henceforth,thou,thee,himself,hast,then,seemeth,seest,will,cometh,how,your,thence,according,oftentimes,shalt,throughout,did,thus,say,therefrom,n_percentage_use,o_percentage_use,w_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,u_percentage_use,d_percentage_use,a_percentage_use,f_percentage_use,r_percentage_use,i_percentage_use,g_percentage_use,s_percentage_use,p_percentage_use,b_percentage_use,m_percentage_use,c_percentage_use,k_percentage_use,v_percentage_use,y_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),10,152,61,98,9,1,6,17,8,1,12,22,13,2,27,1,4,3,8,2,12,7,2,9,5,3,6,2,9,5,9,8,13,15,10,13,2,3,2,2,2,2,1,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06934431857191899,0.07294884998283556,0.025918297288019223,0.08994164092001374,0.0707174733951253,0.13096464126330243,0.0345005149330587,0.022313765877102643,0.04102300034328871,0.08273257809818058,0.029694473051836593,0.05115001716443529,0.054067971163748715,0.017851012701682115,0.0624785444558874,0.01682114658427738,0.017851012701682115,0.027806385169927908,0.023171987641606592,0.0054926192928252664,0.01167181599725369,0.010298661174047374,0.0008582217645039478,0.001201510470305527,0.00017164435290078958,0.0005149330587023687,0,1332,4.373873873873874,454.6666666666667,623.9715070374185
