Author,now,there,was,among,the,of,and,to,be,her,in,them,out,upon,notwithstanding,it,that,by,from,whence,ye,with,were,than,who,one,other,for,as,thereof,like,unto,but,his,moreover,being,into,also,they,an,more,throughout,such,each,upwards,shall,yea,thine,became,man,therewith,make,had,therefore,wherein,may,lord,till,howsoever,where,whither,let,verily,soever,me,some,we,because,him,would,our,all,wherefore,whensoever,once,is,much,ever,my,do,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,should,could,without,forthwith,he,or,what,these,inasmuch,neither,abundance,which,every,thereby,must,are,thereon,god,therein,thy,hath,forth,whom,henceforth,those,thou,their,thee,himself,hast,then,seemeth,seest,will,cometh,no,lest,how,your,thence,again,according,oftentimes,not,shalt,did,thus,say,therefrom,n_percentage_use,o_percentage_use,w_percentage_use,a_percentage_use,b_percentage_use,u_percentage_use,t_percentage_use,h_percentage_use,i_percentage_use,s_percentage_use,m_percentage_use,e_percentage_use,r_percentage_use,p_percentage_use,c_percentage_use,g_percentage_use,f_percentage_use,d_percentage_use,l_percentage_use,y_percentage_use,v_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),3,2,13,1,54,35,25,8,1,5,6,4,3,2,1,3,3,2,2,1,1,3,2,2,2,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07215967246673491,0.07932446264073695,0.021494370522006142,0.08955987717502559,0.021494370522006142,0.028659160696008188,0.09570112589559877,0.07011258955987718,0.05271238485158649,0.05066530194472876,0.02917093142272262,0.1202661207778915,0.045547594677584444,0.014329580348004094,0.025076765609007165,0.022006141248720572,0.03172978505629478,0.04759467758444217,0.03582395087001024,0.01023541453428864,0.011770726714431934,0.0035823950870010235,0.0030706243602865915,0.0005117707267144319,0.0005117707267144319,0,0,455,4.294505494505494,155.0,206.98311156601844
