Author,in,these,the,of,to,but,it,was,by,and,not,be,now,that,their,upon,which,were,they,make,with,had,from,your,who,are,thus,more,than,he,them,one,let,notwithstanding,again,for,if,ye,will,our,then,we,whereof,is,thereof,his,once,much,would,have,many,other,such,each,upwards,shall,yea,thine,became,man,therewith,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,as,verily,like,soever,unto,me,some,because,him,wherefore,all,whensoever,ever,my,also,do,an,when,whose,been,whereby,thyself,said,yet,should,could,without,forthwith,or,what,inasmuch,there,neither,abundance,every,thereby,must,thereon,god,therein,thy,hath,forth,whom,whence,henceforth,those,thou,thee,himself,hast,among,seemeth,seest,her,out,cometh,no,lest,how,thence,according,oftentimes,shalt,throughout,into,did,say,therefrom,i_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,d_percentage_use,a_percentage_use,y_percentage_use,r_percentage_use,o_percentage_use,g_percentage_use,p_percentage_use,w_percentage_use,f_percentage_use,b_percentage_use,v_percentage_use,q_percentage_use,u_percentage_use,c_percentage_use,l_percentage_use,m_percentage_use,x_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),8,3,45,28,11,5,2,2,1,14,4,1,2,1,1,2,1,2,5,1,1,3,3,4,1,1,2,2,1,2,7,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05906921241050119,0.08472553699284009,0.10859188544152745,0.07517899761336516,0.13007159904534607,0.05369928400954654,0.03400954653937947,0.0662291169451074,0.02028639618138425,0.04295942720763723,0.08174224343675418,0.023269689737470168,0.020883054892601432,0.016706443914081145,0.029832935560859187,0.013126491646778043,0.00954653937947494,0.0011933174224343676,0.021479713603818614,0.022673031026252982,0.03162291169451074,0.026252983293556086,0.0005966587112171838,0.0059665871121718375,0,0,0,387,4.330749354005168,130.66666666666666,193.97971360381862
