Author,in,the,of,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,with,how,they,by,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,a_percentage_use,f_percentage_use,i_percentage_use,r_percentage_use,s_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,o_percentage_use,k_percentage_use,m_percentage_use,b_percentage_use,l_percentage_use,c_percentage_use,w_percentage_use,v_percentage_use,p_percentage_use,u_percentage_use,g_percentage_use,y_percentage_use,â_percentage_use,d_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08064516129032258,0.04838709677419355,0.08064516129032258,0.11290322580645161,0.08870967741935484,0.08064516129032258,0.06451612903225806,0.04838709677419355,0.10483870967741936,0.056451612903225805,0.008064516129032258,0.03225806451612903,0.008064516129032258,0.008064516129032258,0.04032258064516129,0.016129032258064516,0.008064516129032258,0.016129032258064516,0.008064516129032258,0.008064516129032258,0.008064516129032258,0,0,0,0,0,0,25,4.96,6.333333333333333,6.92741935483871
