Author,and,it,to,the,of,being,that,with,from,whose,was,thereof,moreover,they,their,make,had,forth,all,as,were,in,when,are,for,man,did,but,not,them,who,an,his,be,whom,he,him,thee,shall,ye,thus,god,which,thou,shalt,do,no,lord,yet,now,some,out,by,many,these,more,than,into,upon,again,one,oftentimes,if,wherein,seemeth,would,like,yea,therewith,cometh,henceforth,till,among,whereof,verily,will,seest,once,soever,is,what,wherefore,upwards,say,hast,have,howsoever,other,those,we,where,neither,throughout,lest,her,let,there,therefrom,thereon,then,forthwith,been,may,our,therefore,thine,therein,abundance,said,inasmuch,without,became,himself,should,your,according,every,how,much,also,thyself,notwithstanding,each,could,such,or,whereby,because,thereby,must,me,thence,whence,thy,my,whensoever,unto,whither,ever,hath,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,m_percentage_use,e_percentage_use,o_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,f_percentage_use,u_percentage_use,r_percentage_use,y_percentage_use,x_percentage_use,b_percentage_use,g_percentage_use,l_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),41,7,9,84,58,2,10,7,8,2,13,1,1,9,8,1,3,1,3,4,7,6,2,2,3,3,2,3,2,2,2,4,8,2,1,8,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08677685950413223,0.07183725365543547,0.052129688493324854,0.05371900826446281,0.10267005721551176,0.02256834075015893,0.03178639542275906,0.12110616656071202,0.07247298156389065,0.012078830260648443,0.049586776859504134,0.07310870947234584,0.03178639542275906,0.02225047679593134,0.054990464081373175,0.015257469802924348,0.0006357279084551812,0.01652892561983471,0.01589319771137953,0.02733630006357279,0.023204068658614112,0.009218054672600126,0.007946598855689765,0.0012714558169103624,0.0009535918626827717,0.0012714558169103624,0,753,4.177954847277556,253.66666666666666,362.9783852511125
