Author,the,by,upon,of,such,was,for,each,upwards,shall,who,yea,thine,became,man,that,therewith,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,and,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,to,seemeth,will,her,out,seest,no,cometh,lest,in,with,how,they,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,b_percentage_use,r_percentage_use,i_percentage_use,t_percentage_use,s_percentage_use,h_percentage_use,f_percentage_use,l_percentage_use,e_percentage_use,a_percentage_use,v_percentage_use,n_percentage_use,w_percentage_use,m_percentage_use,c_percentage_use,o_percentage_use,p_percentage_use,u_percentage_use,d_percentage_use,y_percentage_use,g_percentage_use,j_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026785714285714284,0.07142857142857142,0.0625,0.07142857142857142,0.03571428571428571,0.044642857142857144,0.026785714285714284,0.03571428571428571,0.09821428571428571,0.08035714285714286,0.008928571428571428,0.0625,0.008928571428571428,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.017857142857142856,0.008928571428571428,0.017857142857142856,0.008928571428571428,0.008928571428571428,0.008928571428571428,0,0,0,0,22,5.090909090909091,6.666666666666667,6.8125
