Author,it,to,that,the,of,had,in,and,were,man,they,upon,one,whose,was,him,moreover,he,by,his,which,is,whither,forth,now,been,their,more,than,them,as,did,these,there,many,who,for,into,neither,but,when,where,unto,himself,with,no,from,whom,an,lord,not,be,have,said,will,we,thus,abundance,those,could,therein,all,other,oftentimes,if,wherein,seemeth,would,some,like,yet,yea,therewith,cometh,do,henceforth,till,among,whereof,verily,seest,once,shalt,soever,what,wherefore,again,upwards,say,hast,out,ye,howsoever,thee,throughout,lest,her,let,shall,thereof,therefrom,thereon,then,forthwith,may,our,therefore,thine,make,god,inasmuch,without,became,should,your,according,every,are,how,much,also,thyself,being,notwithstanding,each,such,or,whereby,because,thereby,must,me,thou,whence,thence,thy,my,whensoever,ever,hath,o_percentage_use,w_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,a_percentage_use,m_percentage_use,e_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,k_percentage_use,d_percentage_use,n_percentage_use,f_percentage_use,b_percentage_use,r_percentage_use,u_percentage_use,v_percentage_use,g_percentage_use,l_percentage_use,y_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),8,18,15,139,69,8,24,56,13,2,13,4,2,2,12,4,1,9,1,7,9,5,1,3,3,1,12,2,2,6,1,2,2,2,3,5,9,2,2,3,3,2,4,1,6,1,4,1,1,1,6,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07053118800969804,0.024685915803394312,0.06061273969583425,0.09852325325104695,0.02115935640290941,0.0793475865109103,0.021600176327970025,0.1320255675556535,0.017412387039894204,0.05289839100727353,0.08221291602380427,0.0057306590257879654,0.04738814194401587,0.07031077804716773,0.02909411505400044,0.013665417676878995,0.05488208067004629,0.02005730659025788,0.013224597751818383,0.02049812651531849,0.030196164866651973,0.011240908089045624,0.0006612298875909191,0.00044081992506061276,0,0,0,1069,4.244153414405987,364.0,526.978399823672
