Author,the,of,who,been,to,being,was,neither,were,they,but,from,their,and,in,more,than,all,now,are,not,is,moreover,that,therein,which,one,with,it,by,man,whose,unto,much,for,inasmuch,as,he,many,into,thereof,him,his,thereby,there,forth,forthwith,did,whom,them,such,each,upwards,shall,yea,thine,became,therewith,upon,make,had,therefore,wherein,may,lord,till,howsoever,where,whither,let,verily,like,soever,me,some,we,because,would,notwithstanding,our,wherefore,whensoever,once,ever,my,also,do,an,when,whereby,thyself,said,if,whereof,have,yet,ye,should,could,without,or,what,these,abundance,every,must,thereon,god,thy,other,hath,whence,henceforth,those,thou,thee,himself,hast,among,then,seemeth,seest,will,her,out,cometh,no,lest,how,your,thence,again,according,oftentimes,shalt,throughout,thus,be,say,therefrom,t_percentage_use,h_percentage_use,e_percentage_use,w_percentage_use,o_percentage_use,l_percentage_use,s_percentage_use,f_percentage_use,p_percentage_use,c_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,i_percentage_use,a_percentage_use,d_percentage_use,n_percentage_use,r_percentage_use,g_percentage_use,v_percentage_use,y_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,â_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),51,40,2,1,10,1,12,1,6,6,4,3,8,15,7,1,1,3,2,1,4,1,2,5,1,4,4,1,4,2,1,2,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10137120470127327,0.07002938295788443,0.1346718903036239,0.023016650342801176,0.07345739471106758,0.02840352595494613,0.059255631733594515,0.030852105778648383,0.015670910871694418,0.01811949069539667,0.025465230166503428,0.02840352595494613,0.023506366307541625,0.05827619980411362,0.07492654260528893,0.0416258570029383,0.07198824681684624,0.05533790401567091,0.015181194906953967,0.01028403525954946,0.011263467189030362,0.0004897159647404506,0.0039177277179236044,0.0004897159647404506,0,0,0,474,4.30801687763713,161.0,228.97600391772772
