Author,now,the,of,that,by,their,were,and,had,in,from,for,which,was,an,all,they,them,who,with,than,is,to,thereof,as,did,much,such,each,upwards,shall,yea,thine,became,man,therewith,upon,make,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,verily,like,soever,unto,me,more,some,we,because,him,would,notwithstanding,our,wherefore,whensoever,once,ever,my,also,do,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,but,every,thereby,must,are,thereon,god,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,thee,himself,hast,among,then,seemeth,seest,will,her,out,cometh,no,lest,how,your,thence,again,according,oftentimes,not,shalt,throughout,into,thus,be,say,therefrom,n_percentage_use,o_percentage_use,w_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,m_percentage_use,i_percentage_use,g_percentage_use,y_percentage_use,f_percentage_use,l_percentage_use,b_percentage_use,r_percentage_use,a_percentage_use,u_percentage_use,d_percentage_use,s_percentage_use,c_percentage_use,p_percentage_use,k_percentage_use,v_percentage_use,x_percentage_use,â_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),2,19,11,1,1,3,3,6,2,2,1,1,3,1,1,1,4,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05984251968503937,0.05511811023622047,0.029921259842519685,0.10551181102362205,0.08503937007874016,0.14015748031496064,0.028346456692913385,0.06299212598425197,0.02204724409448819,0.012598425196850394,0.026771653543307086,0.03307086614173228,0.01732283464566929,0.05826771653543307,0.07874015748031496,0.023622047244094488,0.047244094488188976,0.048818897637795275,0.026771653543307086,0.012598425196850394,0.009448818897637795,0.006299212598425197,0.0015748031496062992,0,0,0,0,146,4.3493150684931505,50.0,73.99212598425197
