Author,to,the,each,we,every,god,thee,according,therewith,all,hast,out,yet,me,his,was,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,now,from,without,whither,when,would,there,do,therein,among,man,or,forthwith,could,some,himself,but,if,that,lest,of,will,were,wherefore,thou,no,what,then,thence,have,been,throughout,not,till,must,our,shall,thus,him,notwithstanding,may,thyself,your,verily,many,into,should,one,ever,these,an,therefore,upon,said,seest,more,wherein,whereof,thereof,once,by,let,upwards,is,did,as,moreover,are,thy,he,cometh,like,such,those,whence,for,seemeth,and,who,also,in,again,soever,therefrom,they,it,inasmuch,where,her,thine,abundance,them,unto,because,other,whom,their,shalt,be,lord,became,forth,which,oftentimes,had,with,make,neither,much,whensoever,whose,ye,than,yea,hath,s_percentage_use,t_percentage_use,e_percentage_use,a_percentage_use,m_percentage_use,f_percentage_use,u_percentage_use,l_percentage_use,o_percentage_use,n_percentage_use,r_percentage_use,p_percentage_use,d_percentage_use,b_percentage_use,w_percentage_use,h_percentage_use,g_percentage_use,k_percentage_use,i_percentage_use,j_percentage_use,y_percentage_use,â_percentage_use,q_percentage_use,v_percentage_use,z_percentage_use,c_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03571428571428571,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.011904761904761904,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.08333333333333333,0.011904761904761904,0.08333333333333333,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.023809523809523808,0.023809523809523808,0.011904761904761904,0.023809523809523808,0.011904761904761904,0.011904761904761904,0,0,0,0,0,0,16,5.25,3.3333333333333335,2.833333333333333
