Author,the,with,his,and,of,but,them,all,in,her,an,from,to,now,were,neither,did,their,it,is,are,for,they,shall,be,god,one,other,into,unto,that,there,make,not,therefore,when,forth,who,had,himself,him,many,therein,was,moreover,those,by,each,we,every,thee,according,therewith,hast,out,yet,me,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,without,whither,would,do,among,man,or,forthwith,could,some,if,lest,will,wherefore,thou,no,what,then,thence,have,been,throughout,till,must,our,thus,notwithstanding,may,thyself,your,verily,should,ever,these,upon,said,seest,more,wherein,whereof,thereof,once,let,upwards,as,thy,he,cometh,like,such,whence,seemeth,also,again,soever,therefrom,inasmuch,where,thine,abundance,because,whom,shalt,lord,became,which,oftentimes,much,whensoever,whose,ye,than,yea,hath,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,o_percentage_use,f_percentage_use,y_percentage_use,a_percentage_use,g_percentage_use,c_percentage_use,u_percentage_use,i_percentage_use,r_percentage_use,w_percentage_use,s_percentage_use,n_percentage_use,d_percentage_use,m_percentage_use,v_percentage_use,p_percentage_use,b_percentage_use,k_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),58,5,2,17,27,2,3,2,8,1,1,3,6,2,3,1,1,3,2,2,1,1,2,1,1,1,2,1,1,2,5,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10950528071150639,0.0811561978877154,0.13340744858254586,0.03613118399110617,0.06948304613674264,0.033351862145636464,0.010005558643690939,0.07782101167315175,0.019455252918287938,0.017231795441912175,0.02056698165647582,0.06559199555308505,0.05725403001667593,0.018343524180100056,0.057809894385769875,0.06670372429127293,0.0405780989438577,0.023902167871039465,0.009449694274596998,0.012229016120066704,0.014452473596442469,0.0044469149527515284,0.0016675931072818232,0.0005558643690939411,0,0,0,407,4.42014742014742,140.33333333333334,188.9811006114508
