Author,these,the,was,and,in,upon,they,as,for,their,of,to,thereof,moreover,with,unto,were,abundance,from,it,being,that,out,there,by,much,into,which,had,also,more,than,but,now,them,not,whence,other,like,such,each,upwards,shall,who,yea,thine,became,man,therewith,make,therefore,wherein,may,lord,till,howsoever,where,whither,let,verily,soever,me,some,we,because,him,would,notwithstanding,our,all,wherefore,whensoever,once,is,ever,my,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,inasmuch,neither,every,thereby,must,are,thereon,god,therein,thy,hath,one,forth,whom,his,henceforth,those,thou,thee,himself,hast,among,then,seemeth,seest,will,her,cometh,no,lest,how,your,thence,again,according,oftentimes,shalt,throughout,did,thus,be,say,therefrom,o_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,d_percentage_use,a_percentage_use,y_percentage_use,w_percentage_use,r_percentage_use,g_percentage_use,i_percentage_use,c_percentage_use,l_percentage_use,u_percentage_use,m_percentage_use,b_percentage_use,v_percentage_use,f_percentage_use,p_percentage_use,z_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,50,7,21,6,1,9,4,4,6,28,6,1,2,4,2,4,1,3,3,2,3,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07474382157926461,0.07414104882459313,0.09945750452079566,0.07112718505123568,0.1295961422543701,0.05364677516576251,0.03918022905364678,0.07293550331525014,0.015069318866787222,0.02531645569620253,0.05605786618444846,0.022905364677516575,0.05364677516576251,0.02230259192284509,0.029535864978902954,0.024110910186859555,0.01567209162145871,0.017480409885473176,0.012658227848101266,0.0325497287522604,0.013261000602772756,0.0006027727546714888,0.006630500301386378,0.0006027727546714888,0.0012055455093429777,0,0,389,4.26478149100257,132.33333333333334,188.96443640747438
