Author,his,to,the,and,these,in,which,was,of,whose,now,man,he,wherein,them,forth,from,their,him,thereof,that,they,is,but,would,for,there,an,throughout,into,unto,not,moreover,said,as,who,have,been,are,therefore,if,ye,will,be,shall,again,your,it,when,many,were,what,do,had,neither,could,all,those,with,each,we,every,god,thee,according,therewith,hast,out,yet,me,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,without,whither,therein,among,or,forthwith,some,himself,lest,wherefore,thou,no,then,thence,till,must,our,thus,notwithstanding,may,thyself,verily,should,one,ever,upon,seest,more,whereof,once,by,let,upwards,did,thy,cometh,like,such,whence,seemeth,also,soever,therefrom,inasmuch,where,her,thine,abundance,because,other,whom,shalt,lord,became,oftentimes,make,much,whensoever,than,yea,hath,g_percentage_use,e_percentage_use,n_percentage_use,s_percentage_use,m_percentage_use,y_percentage_use,t_percentage_use,h_percentage_use,u_percentage_use,c_percentage_use,d_percentage_use,v_percentage_use,a_percentage_use,r_percentage_use,l_percentage_use,i_percentage_use,p_percentage_use,o_percentage_use,f_percentage_use,w_percentage_use,x_percentage_use,k_percentage_use,j_percentage_use,b_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),6,21,53,17,2,7,6,6,24,2,1,1,5,1,7,1,2,5,2,3,2,5,3,1,1,5,1,1,1,4,2,4,1,1,4,2,2,1,1,1,1,5,2,2,2,1,1,1,2,1,5,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018235584031542632,0.14391325776244454,0.06554953178905865,0.06407097092163627,0.02464268112370626,0.01429275505174963,0.09758501724987678,0.07787087235091178,0.019714144898965006,0.02168555938886151,0.03794972893050764,0.010349926071956629,0.07294233612617053,0.06407097092163627,0.030064070970921637,0.0527353376047314,0.01232134056185313,0.0763923114834894,0.02661409561360276,0.027106949236076885,0.0024642681123706258,0.0049285362247412515,0.0009857072449482504,0.01232134056185313,0.0004928536224741252,0,0,484,4.1921487603305785,162.66666666666666,248.9793001478561
