Author,from,of,the,and,each,we,every,god,thee,according,therewith,all,hast,out,yet,me,his,was,thereby,being,say,my,howsoever,how,whereby,henceforth,thereon,now,without,whither,when,would,there,do,therein,among,man,or,forthwith,could,some,himself,but,if,that,lest,will,were,wherefore,thou,no,what,then,thence,have,been,throughout,not,till,must,our,shall,thus,him,notwithstanding,may,thyself,your,verily,many,into,should,one,ever,these,an,therefore,upon,said,seest,more,wherein,whereof,thereof,once,by,let,upwards,is,did,as,moreover,are,thy,he,cometh,like,such,those,whence,for,seemeth,who,also,in,again,soever,therefrom,they,it,inasmuch,where,her,thine,abundance,them,unto,because,other,whom,their,shalt,be,lord,became,forth,which,oftentimes,had,with,make,neither,much,whensoever,whose,ye,to,than,yea,hath,c_percentage_use,o_percentage_use,m_percentage_use,r_percentage_use,d_percentage_use,g_percentage_use,e_percentage_use,s_percentage_use,t_percentage_use,u_percentage_use,n_percentage_use,f_percentage_use,a_percentage_use,i_percentage_use,p_percentage_use,h_percentage_use,b_percentage_use,v_percentage_use,l_percentage_use,j_percentage_use,â_percentage_use,w_percentage_use,q_percentage_use,y_percentage_use,z_percentage_use,k_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0.05172413793103448,0.02586206896551724,0.13793103448275862,0.02586206896551724,0.05172413793103448,0.1206896551724138,0.0603448275862069,0.08620689655172414,0.034482758620689655,0.05172413793103448,0.02586206896551724,0.07758620689655173,0.06896551724137931,0.02586206896551724,0.02586206896551724,0.017241379310344827,0.017241379310344827,0.008620689655172414,0,0,0,0,0,0,0,0,25,4.64,7.0,5.948275862068965
