Author,and,for,the,to,of,such,was,each,upwards,shall,who,yea,thine,became,man,that,therewith,upon,make,had,were,moreover,therefore,wherein,may,lord,till,being,howsoever,where,whither,let,as,verily,like,than,soever,unto,me,more,some,we,them,from,because,him,would,notwithstanding,our,all,wherefore,whensoever,once,is,much,ever,my,also,do,an,when,whose,been,whereby,many,thyself,said,if,whereof,have,yet,ye,should,could,forthwith,without,he,or,what,these,inasmuch,it,there,neither,abundance,which,but,every,thereby,must,are,thereon,god,now,thereof,therein,thy,other,one,hath,forth,whom,his,whence,henceforth,those,thou,their,thee,himself,hast,among,then,seemeth,will,her,out,seest,no,cometh,lest,in,with,how,they,by,your,thence,again,according,oftentimes,not,shalt,throughout,into,did,thus,be,say,therefrom,r_percentage_use,u_percentage_use,s_percentage_use,i_percentage_use,a_percentage_use,n_percentage_use,m_percentage_use,e_percentage_use,d_percentage_use,t_percentage_use,o_percentage_use,b_percentage_use,y_percentage_use,g_percentage_use,l_percentage_use,f_percentage_use,p_percentage_use,h_percentage_use,c_percentage_use,w_percentage_use,â_percentage_use,v_percentage_use,z_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.01904761904761905,0.0761904761904762,0.08571428571428572,0.10476190476190476,0.05714285714285714,0.02857142857142857,0.09523809523809523,0.047619047619047616,0.08571428571428572,0.05714285714285714,0.0380952380952381,0.009523809523809525,0.0380952380952381,0.047619047619047616,0.02857142857142857,0.01904761904761905,0.0380952380952381,0.009523809523809525,0,0,0,0,0,0,0,0,21,5.0,6.333333333333333,6.9523809523809526
