Author,and,it,to,that,when,the,of,their,was,were,with,for,verily,said,they,hath,our,now,will,we,these,shall,then,them,be,unto,whereof,are,but,neither,in,no,from,more,among,not,yea,as,all,thereof,do,there,or,those,where,many,whose,some,than,into,which,moreover,one,he,by,an,inasmuch,yet,would,his,seemeth,me,ye,forth,is,therefore,out,every,man,lord,him,if,thou,may,upon,thine,thy,throughout,shalt,who,had,therewith,therein,thyself,such,each,upwards,thee,himself,have,without,became,should,could,forthwith,hast,seest,what,her,cometh,make,lest,how,abundance,wherein,because,notwithstanding,your,wherefore,thence,again,according,thereby,till,whensoever,being,must,oftentimes,howsoever,once,much,thereon,whither,ever,god,my,let,other,also,did,thus,whom,whence,say,like,henceforth,soever,been,therefrom,whereby,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,c_percentage_use,m_percentage_use,e_percentage_use,o_percentage_use,p_percentage_use,s_percentage_use,h_percentage_use,w_percentage_use,r_percentage_use,l_percentage_use,u_percentage_use,f_percentage_use,b_percentage_use,k_percentage_use,y_percentage_use,g_percentage_use,v_percentage_use,z_percentage_use,â_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Gilbert Hunt (late war),46,4,13,4,3,103,62,23,3,6,8,10,2,4,9,1,2,4,11,10,4,10,2,3,9,10,2,4,4,4,8,2,3,2,1,13,2,6,4,2,1,2,2,2,1,1,1,1,1,4,4,2,3,6,1,1,2,1,1,3,1,1,2,1,2,1,2,1,2,2,3,2,3,1,3,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730605071554105,0.06879236756213909,0.038413256339442634,0.06000502134069797,0.0984182776801406,0.01958322872206879,0.017072558373085613,0.13331659553100678,0.075822244539292,0.013306552849610846,0.05171980918905348,0.07506904343459704,0.026110971629425057,0.06351995982927441,0.04092392668842581,0.023098167210645244,0.03263871453678132,0.015566156163695707,0.007532011046949535,0.013557619884509164,0.01732362540798393,0.00928948029123776,0.0005021340697966357,0.00025106703489831785,0.00025106703489831785,0.0005021340697966357,0.00025106703489831785,933,4.269024651661308,318.3333333333333,499.97589756464976
